Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
223.0,124493.0,6350000.0,Random,0.02,58336,1529556557.0,0.0001,0.02,0.3285656899036144,0.3091304116413133
223.0,124668.0,6360000.0,Random,0.02,58336,1529556634.0,0.0001,0.02,0.3331473392579517,0.30916817410611963
223.0,124892.0,6370000.0,Random,0.02,58336,1529556710.0,0.0001,0.02,0.3328366365844057,0.3092053302481594
223.0,125100.0,6380000.0,Random,0.02,58336,1529556787.0,0.0001,0.02,0.3284601037933113,0.309235510143998
223.0,125316.0,6390000.0,Random,0.02,58336,1529556863.0,0.0001,0.02,0.33046711371669196,0.309268736440668
224.0,125489.0,6400000.0,Random,0.02,58336,1529556940.0,0.0001,0.02,0.3256701461428002,0.30929436364332863
224.0,125699.0,6410000.0,Random,0.02,58336,1529557017.0,0.0001,0.02,0.32965455806731536,0.3093261268171592
224.0,125919.0,6420000.0,Random,0.02,58336,1529557092.0,0.0001,0.02,0.3331240746208595,0.3093631952716806
224.0,126141.0,6430000.0,Random,0.02,58336,1529557167.0,0.0001,0.02,0.3296656781712925,0.3093947698951659
224.0,126331.0,6440000.0,Random,0.02,58336,1529557243.0,0.0001,0.02,0.3219218844892991,0.3094142219364597
224.0,126540.0,6450000.0,Random,0.02,58336,1529557319.0,0.0001,0.02,0.3324575332482192,0.3094499480005101
224.0,126709.0,6460000.0,Random,0.02,58336,1529557394.0,0.0001,0.02,0.33083877370669085,0.30948305763782474
224.0,126889.0,6470000.0,Random,0.02,58336,1529557469.0,0.0001,0.02,0.3369577212677767,0.30952552234204544
225.0,127072.0,6480000.0,Random,0.02,58336,1529557545.0,0.0001,0.02,0.3365430615121537,0.30956721607533305
225.0,127250.0,6490000.0,Random,0.02,58336,1529557619.0,0.0001,0.02,0.3328628722454756,0.30960311076896935
225.0,127456.0,6500000.0,Random,0.02,58336,1529557693.0,0.0001,0.02,0.3363851722368085,0.30964431394045794
225.0,127668.0,6510000.0,Random,0.02,58336,1529557766.0,0.0001,0.02,0.3310708062059777,0.30967722713902274
