Type,Timestamp,TotalImpressions,866128,856805,847460,858140,865041,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
Local,919597,1534230000000,317072,634061,104737,221548,247305,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,919597,1534230000000,2058255,4886052,1427247,1896632,1698125,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,1145860,1534234247000,299570,581791,0,178605,238494,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,1145860,1534234247000,2040753,4833782,1322510,1853689,1689314,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,1535828,1534241000000,256476,441455,0,0,219112,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,1535828,1534241000000,1997659,4693446,1313959,1675084,1669932,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,2159970,1534251600000,176883,6537,0,0,160764,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,2159970,1534251600000,1918066,4258528,1277405,1660356,1611584,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,2170531,1534251822000,175075,0,0,0,159172,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,2170531,1534251822000,1916258,4251991,1276955,1660182,1609992,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,2642664,1534264734000,15378,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,2642664,1534264734000,1756561,4214923,1194061,1626880,1450820,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,2673061,1534265602000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,2673061,1534265602000,1741183,4210617,1186426,1624165,1450457,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,2912107,1534273200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,2912107,1534273200000,1722743,4143708,1076831,1587220,1443301,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,3176462,1534283997000,1703362,4073395,947731,1550188,1434772,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,3361164,1534305600000,326304,734452,131425,288573,276433,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,3361164,1534305600000,1688994,3993168,889610,1528724,1424251,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,3671061,1534314866000,310763,614813,0,255890,265824,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,3671061,1534314866000,1673453,3873529,758185,1496041,1413642,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,4267029,1534327200000,281414,308118,0,27967,240002,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,4267029,1534327200000,1644104,3566834,752007,1268118,1387820,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,4340841,1534328375000,276768,270491,0,0,236792,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,4340841,1534328375000,1639458,3529207,751645,1240151,1384610,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,4701236,1534334305000,249525,0,0,0,206436,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,4701236,1534334305000,1612215,3258716,731438,1228053,1354254,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,5272563,1534347309000,140252,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,5272563,1534347309000,1502942,3200851,577682,1184056,1147818,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,5314011,1534348800000,125569,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,5314011,1534348800000,1488259,3195286,562196,1178778,1147383,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,5617836,1534359932000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,5617836,1534359932000,1362690,3154395,464358,1142777,1143857,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,5726250,1534363199000,1354076,3122148,417325,1125333,1140781,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,5979990,1534384801000,315015,665127,40380,239373,276281,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,5979990,1534384801000,1330572,3006738,353374,1083373,1131867,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,6191058,1534395426000,299783,554969,0,200144,270212,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,6191058,1534395426000,1315340,2896580,312994,1044144,1125798,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,6734652,1534406401000,277723,246511,0,20912,241964,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,6734652,1534406401000,1293280,2588122,307399,864912,1097550,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,6801398,1534407720000,274433,208962,0,0,237901,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,6801398,1534407720000,1289990,2550573,306467,844000,1093487,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,7092520,1534413440000,255239,0,0,0,212472,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,7092520,1534413440000,1270796,2341611,284767,828163,1068058,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,7706716,1534424342000,162134,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,7706716,1534424342000,1177691,2238882,133882,773158,855586,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,7863533,1534428001000,110648,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,7863533,1534428001000,1126205,2205125,82937,755401,852715,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,8133553,1534435676000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,8133553,1534435676000,1015557,2151142,10623,726956,848085,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,8560378,1534449599000,981288,1975962,-129131,661538,835881,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,8811097,1534471200000,267544,571529,0,124846,271122,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,8811097,1534471200000,921736,1888837,-130001,565872,828376,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,9134028,1534484915000,220437,440133,0,0,254943,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,9134028,1534484915000,874629,1757441,-133404,441026,812197,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,9572684,1534492800000,175538,146719,0,0,215874,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,9572684,1534492800000,829730,1464027,-177329,423678,773128,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,9809227,1534498196000,147678,0,0,0,189365,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,9809227,1534498196000,801870,1317308,-199699,410593,746619,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,10397339,1534510396000,21830,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,10397339,1534510396000,676022,1251285,-354439,358457,557254,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,10460507,1534511991000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,10460507,1534511991000,654192,1241037,-375778,350129,555831,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,10549106,1534514400000,646017,1220045,-414641,333257,552135,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,11220337,1534536000000,571329,1063438,-681888,188570,524134,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,11331020,1534539599000,555775,1036402,-719830,162922,519631,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,11538116,1534561200000,254795,418376,0,1471,256264,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,11538116,1534561200000,532683,936577,-720467,82932,516080,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,11545547,1534562047000,253638,413837,0,0,256010,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,11545547,1534562047000,531526,932038,-720477,81461,515826,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,12131153,1534582800000,164213,642,0,0,226002,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,12131153,1534582800000,442101,518843,-754958,62965,485818,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,12132711,1534582836000,163804,0,0,0,225701,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,12132711,1534582836000,441692,518201,-755104,62905,485517,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,12677265,1534596532000,0,0,0,0,37030,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,12677265,1534596532000,277888,489643,-886428,30708,296846,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,12748996,1534598918000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,12748996,1534598918000,277448,485209,-910617,25070,259816,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,12921745,1534604400000,269624,455263,-1021307,1862,258736,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,13594727,1534626000000,232494,334612,-1459005,-70427,253523,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,13646663,1534629599000,230380,325686,-1494144,-75565,252904,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,13812775,1534651200000,183312,252712,0,0,221210,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,13812775,1534651200000,183312,252712,-1504959,-79125,221210,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,14292607,1534668565000,76181,0,0,0,142555,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,14292607,1534668565000,76181,0,-1538064,-87354,142555,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,14433317,1534672800000,43327,0,0,0,56074,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,14433317,1534672800000,43327,-2295,-1555230,-89267,56074,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,14538283,1534675977000,14372,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,14538283,1534675977000,14372,-4348,-1571260,-91121,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,14568141,1534676817000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,14568141,1534676817000,0,-6605,-1583089,-92281,-240,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,15170226,1534694400000,-60527,-83740,-1988992,-137475,-13565,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Global,15782548,1534712399000,-127618,-161356,-2406849,-172588,-28210,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
Local,356003,1534208400000,261177,637798,198376,251262,217623,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,356003,1534208400000,1567064,3826792,1190259,1507575,1305738,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,919597,1534230000000,115502,445037,58113,215245,168746,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,919597,1534230000000,1421389,3634031,1049996,1471558,1256861,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1525855,1534240848000,58039,304534,4034,29778,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1525855,1534240848000,1363926,3493528,995917,1286091,1088115,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1584638,1534241648000,43160,267271,0,27171,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1584638,1534241648000,1349047,3456265,991883,1283484,1088115,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1765067,1534244134000,0,141025,0,16148,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1765067,1534244134000,1305887,3330019,991883,1272461,1088115,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1918466,1534246773000,0,0,0,3774,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1918466,1534246773000,1305887,3188994,991883,1260087,1088115,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1922240,1534246846000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1922240,1534246846000,1305887,3188994,991883,1256313,1088115,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2159970,1534251600000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2159970,1534251600000,1267397,3172886,866635,1245043,1041502,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2912107,1534273200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2912107,1534273200000,1048834,3050694,615415,1193667,932717,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3176462,1534283997000,994787,2983636,525851,1177966,894732,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3361164,1534305600000,127532,558987,89229,196255,158689,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3361164,1534305600000,923362,2945896,509910,1138628,874475,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3695780,1534315385000,0,483633,12259,173462,126722,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3695780,1534315385000,795830,2870542,432940,1115835,842508,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3928015,1534320184000,0,346165,0,155309,62367,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3928015,1534320184000,795830,2733074,420681,1097682,778153,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4224050,1534326398000,0,141152,0,126654,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4224050,1534326398000,795830,2528061,420681,1069027,715786,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4267029,1534327200000,0,106922,0,117906,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4267029,1534327200000,795830,2493831,420681,1060279,715786,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4401891,1534329280000,0,0,0,89966,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4401891,1534329280000,795830,2386909,420681,1032339,715786,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4491857,1534330479000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4491857,1534330479000,795830,2386909,420681,942373,715786,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5314011,1534348800000,566425,2225197,116764,909586,621454,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5726250,1534363199000,481004,2140586,-82618,889089,599126,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5979990,1534384801000,93089,447345,0,170125,63152,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5979990,1534384801000,453842,2052785,-82618,836942,512497,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6455501,1534401183000,33825,180231,0,84144,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6455501,1534401183000,394578,1785671,-82618,750961,449345,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6702209,1534405790000,6143,0,0,45349,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6702209,1534405790000,366896,1605440,-82618,712166,449345,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6734652,1534406401000,2164,0,0,16886,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6734652,1534406401000,362917,1605440,-82618,683703,449345,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6753682,1534406763000,20,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6753682,1534406763000,360773,1605440,-82618,666817,449345,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6753702,1534406763000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6753702,1534406763000,360753,1605440,-82618,666817,449345,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
