Type,Timestamp,TotalImpressions,866128,856805,847460,858140,865041,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
Global,2736924,1534267506000,2211154,5314990,1651279,2247722,1856320,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2808427,1534269564000,0,0,0,136221,25026,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2808427,1534269564000,2176479,5314319,1650536,2230076,1838552,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2866709,1534271668000,0,0,0,106656,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2866709,1534271668000,2175923,5312541,1649179,2200511,1813526,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2912107,1534273200000,0,0,0,71831,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2912107,1534273200000,2173893,5309368,1644853,2165686,1812483,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3000897,1534275857000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3000897,1534275857000,2171083,5304080,1637807,2093855,1810668,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3176462,1534283997000,2135827,5249355,1573717,2083602,1799427,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3361164,1534305600000,362721,1001552,259401,404833,355176,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3361164,1534305600000,2071383,5201036,1518375,2071715,1794718,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4267029,1534327200000,140137,602709,86191,337775,311007,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4267029,1534327200000,1848799,4802193,1345165,2004657,1750549,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4727249,1534334815000,81017,345758,0,308259,282565,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4727249,1534334815000,1789679,4545242,1258974,1975141,1722107,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5206667,1534345193000,10552,0,0,278199,249911,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5206667,1534345193000,1719214,4199484,1258493,1945081,1689453,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5230602,1534345903000,0,0,0,273982,242444,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5230602,1534345903000,1708662,4198450,1257828,1940864,1681986,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5314011,1534348800000,0,0,0,243130,201995,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5314011,1534348800000,1706919,4192189,1253725,1910012,1641537,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5726250,1534363199000,0,0,0,46572,25464,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5726250,1534363199000,1698251,4173014,1242418,1713454,1465006,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5979990,1534384801000,403940,896891,264870,404266,349327,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5979990,1534384801000,1677629,4026652,1196684,1689357,1448082,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6734652,1534406401000,358321,362474,159069,355899,328870,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6734652,1534406401000,1632010,3492235,1090883,1640990,1427625,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7217690,1534415471000,338964,0,94428,331884,316319,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7217690,1534415471000,1612653,3129761,1026242,1616975,1415074,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7471645,1534419687000,315202,0,0,246950,267909,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7471645,1534419687000,1588891,3127340,931814,1532041,1366664,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7863533,1534428001000,239986,0,0,66336,140047,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7863533,1534428001000,1513675,3120619,930340,1351427,1238802,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8064265,1534433360000,182580,0,0,0,64815,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8064265,1534433360000,1456269,3119205,929996,1285091,1163570,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8191709,1534437958000,128925,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8191709,1534437958000,1402614,3112128,928660,1284530,1098755,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8377984,1534444732000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8377984,1534444732000,1273689,3074249,915363,1282632,1094479,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8560378,1534449599000,1241523,2974078,880134,1278507,1083776,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8811097,1534471200000,328346,866235,260281,422787,357638,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8811097,1534471200000,1156028,2848954,847037,1275125,1080156,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9572684,1534492800000,218346,294873,205561,413467,341454,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9572684,1534492800000,1046028,2277592,792317,1265805,1063972,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9955923,1534501469000,183260,0,164862,408161,334179,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9955923,1534501469000,1010942,1982719,751618,1260499,1056697,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10438829,1534511447000,64936,0,0,312880,230783,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10438829,1534511447000,892618,1981676,586756,1165218,953301,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10549106,1534514400000,29754,0,0,281244,188275,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10549106,1534514400000,857436,1980890,586592,1133582,910793,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10650448,1534517118000,0,0,0,252181,146673,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10650448,1534517118000,827682,1980178,586381,1104519,869191,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10903096,1534525285000,0,0,0,148575,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10903096,1534525285000,826882,1979100,585890,1000913,722518,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11067358,1534531143000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11067358,1534531143000,825351,1972903,580278,852338,720171,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11220337,1534536000000,797883,1889410,550377,849616,710777,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11331020,1534539599000,776370,1828936,530465,847683,703926,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11538116,1534561200000,330637,822032,226226,422340,335359,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11538116,1534561200000,718822,1736500,491459,846182,687322,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12131153,1534582800000,174613,481195,164450,418563,304737,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12131153,1534582800000,562798,1395663,429683,842405,656700,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12921745,1534604400000,32160,12065,43915,410462,254365,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12921745,1534604400000,420345,926533,309148,834304,606328,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12954937,1534605439000,26749,0,38142,409181,245703,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12954937,1534605439000,414934,914468,303375,833023,597666,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13080919,1534609381000,0,0,8580,389573,195662,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13080919,1534609381000,388185,914446,273813,813415,547625,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13130125,1534610968000,0,0,0,374284,170341,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13130125,1534610968000,388179,914436,265233,798126,522304,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13414732,1534619897000,0,0,0,260406,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13414732,1534619897000,388021,914288,265151,684248,351963,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13594727,1534626000000,0,0,0,91595,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13594727,1534626000000,386550,910111,262807,515437,348772,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13646663,1534629599000,0,0,0,41343,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13646663,1534629599000,386359,909479,262456,465185,348262,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13812775,1534651200000,336030,812291,248153,463674,345482,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13812775,1534651200000,336030,812291,248153,463674,345482,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14433317,1534672800000,218105,413487,167566,455676,330255,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14433317,1534672800000,218105,413487,167566,455676,330255,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15021125,1534689565000,147774,0,90951,448977,309579,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15021125,1534689565000,147774,0,90951,448977,309579,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15170226,1534694400000,118715,0,26640,423183,279647,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15170226,1534694400000,118715,-4,26640,423183,279647,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15247056,1534696914000,101283,0,0,409896,260182,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15247056,1534696914000,101283,-10,0,409896,260182,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15599368,1534707046000,0,0,0,329618,89690,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15599368,1534707046000,0,-167,-102,329618,89690,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15782548,1534712399000,0,0,0,235795,485,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15782548,1534712399000,-62,-217,-142,235795,485,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
