Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
1009,643996,1000000,1534231460000,0.00158,0.00157,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1146,743996,1100000,1534233317000,0.00137,0.00154,0.99,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1321,843996,1200000,1534235388000,0.00175,0.00157,0.99,2.97e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1483,943996,1300000,1534237355000,0.00162,0.00157,0.989,2.97e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1621,1043996,1400000,1534238888000,0.00138,0.00155,0.99,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1743,1143996,1500000,1534240422000,0.00122,0.00152,0.99,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
1882,1243996,1600000,1534241857000,0.00139,0.00151,0.99,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2010,1343996,1700000,1534243199000,0.00128,0.0015,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2129,1443996,1800000,1534244712000,0.00119,0.00147,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2288,1543996,1900000,1534246424000,0.00159,0.00148,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2456,1643996,2000000,1534248381000,0.00168,0.00149,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2606,1743996,2100000,1534250381000,0.0015,0.00149,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2786,1843995,2200000,1534252487000,0.0018,0.00151,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
2962,1943995,2300000,1534254861000,0.00176,0.00152,0.992,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
3145,2043995,2400000,1534257558000,0.00183,0.00154,0.992,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
3351,2143995,2500000,1534260327000,0.00206,0.00156,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
3540,2243995,2600000,1534263432000,0.00189,0.00158,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
3759,2343995,2700000,1534266431000,0.00219,0.0016,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
3953,2443995,2800000,1534269300000,0.00194,0.00162,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
4143,2543995,2900000,1534272798000,0.0019,0.00163,0.992,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
4347,2643994,3000000,1534275826000,0.00204,0.00164,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
4553,2743994,3100000,1534279185000,0.00206,0.00166,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
4756,2843994,3200000,1534284970000,0.00203,0.00167,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
4993,2943994,3300000,1534301374000,0.00237,0.0017,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
5219,3043993,3400000,1534307392000,0.00226,0.00171,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
5425,3143993,3500000,1534310553000,0.00206,0.00173,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
5642,3243993,3600000,1534313223000,0.00217,0.00174,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
5836,3343993,3700000,1534315472000,0.00194,0.00175,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
6015,3443993,3800000,1534317461000,0.00179,0.00175,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
6209,3543993,3900000,1534319605000,0.00194,0.00175,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
6414,3643993,4000000,1534321811000,0.00205,0.00176,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
6600,3743993,4100000,1534324066000,0.00186,0.00176,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
6790,3843993,4200000,1534325982000,0.0019,0.00177,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
7010,3943992,4300000,1534327753000,0.0022,0.00178,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
7218,4043992,4400000,1534329253000,0.00208,0.00178,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
7417,4143992,4500000,1534330607000,0.00199,0.00179,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
7631,4243992,4600000,1534332371000,0.00214,0.0018,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
7826,4343992,4700000,1534334282000,0.00195,0.0018,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
8050,4443992,4800000,1534336223000,0.00224,0.00181,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
8260,4543992,4900000,1534338220000,0.0021,0.00182,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
8454,4643992,5000000,1534340324000,0.00194,0.00182,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
8689,4743992,5100000,1534342505000,0.00235,0.00183,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
8894,4843992,5200000,1534345017000,0.00205,0.00184,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
9125,4943992,5300000,1534348283000,0.00231,0.00185,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
9330,5043991,5400000,1534352099000,0.00205,0.00185,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
9567,5143991,5500000,1534355823000,0.00237,0.00186,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
9821,5243991,5600000,1534359354000,0.00254,0.00187,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10038,5343991,5700000,1534362421000,0.00217,0.00188,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10217,5443991,5800000,1534365625000,0.00179,0.00188,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10382,5543991,5900000,1534370861000,0.00165,0.00187,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10573,5643990,6000000,1534387000000,0.00191,0.00187,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10781,5743990,6100000,1534391894000,0.00208,0.00188,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
10967,5843990,6200000,1534395699000,0.00186,0.00188,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11122,5943990,6300000,1534397928000,0.00155,0.00187,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11284,6043990,6400000,1534400142000,0.00162,0.00187,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11470,6143990,6500000,1534401980000,0.00186,0.00187,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11650,6243990,6600000,1534403754000,0.0018,0.00187,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11811,6343990,6700000,1534405748000,0.00161,0.00186,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
11982,6443989,6800000,1534407692000,0.00171,0.00186,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
12148,6543989,6900000,1534409775000,0.00166,0.00186,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
12323,6643989,7000000,1534411756000,0.00175,0.00185,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
12490,6743989,7100000,1534413572000,0.00167,0.00185,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
12669,6843989,7200000,1534415178000,0.00179,0.00185,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
12836,6943989,7300000,1534416750000,0.00167,0.00185,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13010,7043989,7400000,1534418460000,0.00174,0.00185,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13196,7143989,7500000,1534420152000,0.00186,0.00185,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13370,7243989,7600000,1534421958000,0.00174,0.00185,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13559,7343989,7700000,1534424198000,0.00189,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13730,7443989,7800000,1534426507000,0.00171,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
13908,7543988,7900000,1534428901000,0.00178,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
14071,7643988,8000000,1534431501000,0.00163,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
14261,7743988,8100000,1534434488000,0.0019,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
14481,7843988,8200000,1534438303000,0.0022,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
14688,7943988,8300000,1534442273000,0.00207,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
14896,8043988,8400000,1534445358000,0.00208,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15064,8143988,8500000,1534448098000,0.00168,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15256,8243988,8600000,1534450774000,0.00192,0.00185,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15409,8343988,8700000,1534455312000,0.00153,0.00185,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15570,8443988,8800000,1534469315000,0.00161,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15751,8543987,8900000,1534477993000,0.00181,0.00184,0.993,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
15931,8643987,9000000,1534481599000,0.0018,0.00184,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16093,8743987,9100000,1534484170000,0.00162,0.00184,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16269,8843987,9200000,1534486329000,0.00176,0.00184,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16431,8943987,9300000,1534488129000,0.00162,0.00184,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16599,9043987,9400000,1534489820000,0.00168,0.00184,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16752,9143987,9500000,1534491491000,0.00153,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
16920,9243986,9600000,1534493350000,0.00168,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17070,9343986,9700000,1534495700000,0.0015,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17249,9443986,9800000,1534498003000,0.00179,0.00183,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17413,9543986,9900000,1534500310000,0.00164,0.00182,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17573,9643986,10000000,1534502355000,0.0016,0.00182,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17772,9743986,10100000,1534504275000,0.00199,0.00182,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
17955,9843986,10200000,1534506344000,0.00183,0.00182,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
18176,9943986,10300000,1534508344000,0.00221,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
18360,10043986,10400000,1534510463000,0.00184,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
18554,10143986,10500000,1534513052000,0.00194,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
18738,10243985,10600000,1534515766000,0.00184,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
18912,10343985,10700000,1534518517000,0.00174,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
19090,10443985,10800000,1534521581000,0.00178,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
19291,10543985,10900000,1534525171000,0.00201,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
19471,10643985,11000000,1534528692000,0.0018,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
19655,10743985,11100000,1534532209000,0.00184,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
19854,10843985,11200000,1534535352000,0.00199,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
20044,10943984,11300000,1534538536000,0.0019,0.00183,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
20237,11043984,11400000,1534543569000,0.00193,0.00183,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
20425,11143984,11500000,1534556144000,0.00188,0.00183,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
20658,11243983,11600000,1534566623000,0.00233,0.00184,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
20869,11343983,11700000,1534570864000,0.00211,0.00184,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
21095,11443983,11800000,1534574160000,0.00226,0.00184,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
21341,11543983,11900000,1534576963000,0.00246,0.00185,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
21557,11643983,12000000,1534579522000,0.00216,0.00185,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
21766,11743983,12100000,1534582059000,0.00209,0.00185,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
22014,11843982,12200000,1534584444000,0.00248,0.00186,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
22273,11943982,12300000,1534586907000,0.00259,0.00186,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
22508,12043982,12400000,1534589382000,0.00235,0.00187,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
22750,12143982,12500000,1534591833000,0.00242,0.00187,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
22978,12243982,12600000,1534594219000,0.00228,0.00188,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
23243,12343982,12700000,1534597243000,0.00265,0.00188,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,True,0.0,0.0,Hindsight,5,10,4
