Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
27155,11643983,12000000,1534579522000,0.0009,0.00233,0.996,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27234,11743983,12100000,1534582059000,0.00079,0.00232,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27323,11843982,12200000,1534584444000,0.00089,0.00231,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27413,11943982,12300000,1534586907000,0.0009,0.0023,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27504,12043982,12400000,1534589382000,0.00091,0.00228,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27610,12143982,12500000,1534591833000,0.00106,0.00227,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27715,12243982,12600000,1534594219000,0.00105,0.00226,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27796,12343982,12700000,1534597243000,0.00081,0.00225,0.996,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27868,12443982,12800000,1534600571000,0.00072,0.00224,0.996,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27956,12543982,12900000,1534603681000,0.00088,0.00223,0.996,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28015,12643981,13000000,1534606647000,0.00059,0.00222,0.995,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28103,12743981,13100000,1534610005000,0.00088,0.00221,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28177,12843981,13200000,1534613215000,0.00074,0.00219,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28284,12943981,13300000,1534616341000,0.00107,0.00219,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28392,13043981,13400000,1534619443000,0.00108,0.00218,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28479,13143981,13500000,1534622516000,0.00087,0.00217,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28597,13243980,13600000,1534626216000,0.00118,0.00216,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
28940,13343980,13700000,1534632293000,0.00343,0.00217,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
29317,13443980,13800000,1534649517000,0.00377,0.00218,0.988,2.96e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
29679,13543979,13900000,1534656304000,0.00362,0.00219,0.989,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
30000,13643979,14000000,1534660228000,0.00321,0.0022,0.989,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
30330,13743979,14100000,1534663200000,0.0033,0.00221,0.989,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
30655,13843979,14200000,1534665903000,0.00325,0.00221,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
30966,13943979,14300000,1534668786000,0.00311,0.00222,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
31309,14043979,14400000,1534671766000,0.00343,0.00223,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
31651,14143978,14500000,1534674837000,0.00342,0.00224,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
31984,14243978,14600000,1534677697000,0.00333,0.00225,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
32316,14343978,14700000,1534680247000,0.00332,0.00225,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
32681,14443978,14800000,1534682924000,0.00365,0.00226,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
33022,14543978,14900000,1534685816000,0.00341,0.00227,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
33327,14643978,15000000,1534688843000,0.00305,0.00228,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
33683,14743978,15100000,1534692274000,0.00356,0.00228,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
33985,14843977,15200000,1534695398000,0.00302,0.00229,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
34275,14943977,15300000,1534698625000,0.0029,0.00229,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
34585,15043977,15400000,1534701627000,0.0031,0.0023,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
34916,15143977,15500000,1534704482000,0.00331,0.00231,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
35264,15243977,15600000,1534707063000,0.00348,0.00231,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
35618,15343977,15700000,1534709673000,0.00354,0.00232,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
107,43997,400000,1534215666000,0.00243,0.00243,0.972,2.92e+02,0.972,2.92e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
366,143997,500000,1534221203000,0.00259,0.00254,0.978,2.93e+02,0.976,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
583,243997,600000,1534223933000,0.00217,0.00239,0.979,2.94e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
831,343997,700000,1534225990000,0.00248,0.00242,0.98,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
1059,443997,800000,1534227870000,0.00228,0.00239,0.979,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
1290,543997,900000,1534229635000,0.00231,0.00237,0.979,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
1497,643996,1000000,1534231460000,0.00207,0.00232,0.986,2.96e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
1726,743996,1100000,1534233317000,0.00229,0.00232,0.988,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
1959,843996,1200000,1534235388000,0.00233,0.00232,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
2205,943996,1300000,1534237355000,0.00246,0.00234,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
2425,1043996,1400000,1534238888000,0.0022,0.00232,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
2642,1143996,1500000,1534240422000,0.00217,0.00231,0.988,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
2838,1243996,1600000,1534241857000,0.00196,0.00228,0.989,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
3021,1343996,1700000,1534243199000,0.00183,0.00225,0.988,2.97e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
3228,1443996,1800000,1534244712000,0.00207,0.00224,0.988,2.97e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
3455,1543996,1900000,1534246424000,0.00227,0.00224,0.988,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
3705,1643996,2000000,1534248381000,0.0025,0.00225,0.987,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
3939,1743996,2100000,1534250381000,0.00234,0.00226,0.987,2.96e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
4202,1843995,2200000,1534252487000,0.00263,0.00228,0.987,2.96e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
4495,1943995,2300000,1534254861000,0.00293,0.00231,0.99,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
4754,2043995,2400000,1534257558000,0.00259,0.00233,0.989,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
5021,2143995,2500000,1534260327000,0.00267,0.00234,0.989,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
5296,2243995,2600000,1534263432000,0.00275,0.00236,0.988,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
5597,2343995,2700000,1534266431000,0.00301,0.00239,0.988,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
5945,2443995,2800000,1534269300000,0.00348,0.00243,0.988,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
6263,2543995,2900000,1534272798000,0.00318,0.00246,0.988,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
6574,2643994,3000000,1534275826000,0.00311,0.00249,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
6876,2743994,3100000,1534279185000,0.00302,0.00251,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
7174,2843994,3200000,1534284970000,0.00298,0.00252,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
7571,2943994,3300000,1534301374000,0.00397,0.00257,0.987,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
7937,3043993,3400000,1534307392000,0.00366,0.00261,0.988,2.96e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
8227,3143993,3500000,1534310553000,0.0029,0.00262,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
8559,3243993,3600000,1534313223000,0.00332,0.00264,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
8890,3343993,3700000,1534315472000,0.00331,0.00266,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
9182,3443993,3800000,1534317461000,0.00292,0.00267,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
9494,3543993,3900000,1534319605000,0.00312,0.00268,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
9799,3643993,4000000,1534321811000,0.00305,0.00269,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
10102,3743993,4100000,1534324066000,0.00303,0.0027,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
10419,3843993,4200000,1534325982000,0.00317,0.00271,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
10736,3943992,4300000,1534327753000,0.00317,0.00272,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
11060,4043992,4400000,1534329253000,0.00324,0.00273,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
11358,4143992,4500000,1534330607000,0.00298,0.00274,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
11669,4243992,4600000,1534332371000,0.00311,0.00275,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
11976,4343992,4700000,1534334282000,0.00307,0.00276,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
12286,4443992,4800000,1534336223000,0.0031,0.00276,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
12597,4543992,4900000,1534338220000,0.00311,0.00277,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
12896,4643992,5000000,1534340324000,0.00299,0.00278,0.989,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
13203,4743992,5100000,1534342505000,0.00307,0.00278,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
13528,4843992,5200000,1534345017000,0.00325,0.00279,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
13871,4943992,5300000,1534348283000,0.00343,0.00281,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
14182,5043991,5400000,1534352099000,0.00311,0.00281,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
14472,5143991,5500000,1534355823000,0.0029,0.00281,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
14747,5243991,5600000,1534359354000,0.00275,0.00281,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
15035,5343991,5700000,1534362421000,0.00288,0.00281,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
15304,5443991,5800000,1534365625000,0.00269,0.00281,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
15545,5543991,5900000,1534370861000,0.00241,0.0028,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
15829,5643990,6000000,1534387000000,0.00284,0.0028,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
16093,5743990,6100000,1534391894000,0.00264,0.0028,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
16359,5843990,6200000,1534395699000,0.00266,0.0028,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
16559,5943990,6300000,1534397928000,0.002,0.00279,0.993,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
16761,6043990,6400000,1534400142000,0.00202,0.00277,0.993,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
16977,6143990,6500000,1534401980000,0.00216,0.00276,0.993,2.98e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
17150,6243990,6600000,1534403754000,0.00173,0.00275,0.992,2.98e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
17312,6343990,6700000,1534405748000,0.00162,0.00273,0.993,2.98e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
17497,6443989,6800000,1534407692000,0.00185,0.00272,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
17694,6543989,6900000,1534409775000,0.00197,0.0027,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
17877,6643989,7000000,1534411756000,0.00183,0.00269,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
18056,6743989,7100000,1534413572000,0.00179,0.00268,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
18257,6843989,7200000,1534415178000,0.00201,0.00267,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
18469,6943989,7300000,1534416750000,0.00212,0.00266,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
18680,7043989,7400000,1534418460000,0.00211,0.00265,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
18907,7143989,7500000,1534420152000,0.00227,0.00265,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
19120,7243989,7600000,1534421958000,0.00213,0.00264,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
19326,7343989,7700000,1534424198000,0.00206,0.00263,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
19540,7443989,7800000,1534426507000,0.00214,0.00262,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
19747,7543988,7900000,1534428901000,0.00207,0.00262,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
19970,7643988,8000000,1534431501000,0.00223,0.00261,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
20192,7743988,8100000,1534434488000,0.00222,0.00261,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
20406,7843988,8200000,1534438303000,0.00214,0.0026,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
20633,7943988,8300000,1534442273000,0.00227,0.0026,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
20865,8043988,8400000,1534445358000,0.00232,0.00259,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
21125,8143988,8500000,1534448098000,0.0026,0.00259,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
21343,8243988,8600000,1534450774000,0.00218,0.00259,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
21548,8343988,8700000,1534455312000,0.00205,0.00258,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
21765,8443988,8800000,1534469315000,0.00217,0.00258,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
22065,8543987,8900000,1534477993000,0.003,0.00258,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
22301,8643987,9000000,1534481599000,0.00236,0.00258,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
22486,8743987,9100000,1534484170000,0.00185,0.00257,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
22690,8843987,9200000,1534486329000,0.00204,0.00257,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
22877,8943987,9300000,1534488129000,0.00187,0.00256,0.994,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
23066,9043987,9400000,1534489820000,0.00189,0.00255,0.994,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
23245,9143987,9500000,1534491491000,0.00179,0.00254,0.994,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
23430,9243986,9600000,1534493350000,0.00185,0.00253,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
23631,9343986,9700000,1534495700000,0.00201,0.00253,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
23839,9443986,9800000,1534498003000,0.00208,0.00252,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
24004,9543986,9900000,1534500310000,0.00165,0.00252,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
24210,9643986,10000000,1534502355000,0.00206,0.00251,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
24414,9743986,10100000,1534504275000,0.00204,0.00251,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
24611,9843986,10200000,1534506344000,0.00197,0.0025,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
24797,9943986,10300000,1534508344000,0.00186,0.00249,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
25004,10043986,10400000,1534510463000,0.00207,0.00249,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
25193,10143986,10500000,1534513052000,0.00189,0.00248,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
25402,10243985,10600000,1534515766000,0.00209,0.00248,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
