Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
3290,2943994,3300000,1534301374000,0.00141,0.00112,0.995,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3423,3043993,3400000,1534307392000,0.00133,0.00112,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3529,3143993,3500000,1534310553000,0.00106,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3634,3243993,3600000,1534313223000,0.00105,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3726,3343993,3700000,1534315472000,0.00092,0.00111,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3855,3443993,3800000,1534317461000,0.00129,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
3971,3543993,3900000,1534319605000,0.00116,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4089,3643993,4000000,1534321811000,0.00118,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4190,3743993,4100000,1534324066000,0.00101,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4291,3843993,4200000,1534325982000,0.00101,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4401,3943992,4300000,1534327753000,0.0011,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4514,4043992,4400000,1534329253000,0.00113,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4622,4143992,4500000,1534330607000,0.00108,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4756,4243992,4600000,1534332371000,0.00134,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4863,4343992,4700000,1534334282000,0.00107,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
4976,4443992,4800000,1534336223000,0.00113,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5086,4543992,4900000,1534338220000,0.0011,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5184,4643992,5000000,1534340324000,0.00098,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5297,4743992,5100000,1534342505000,0.00113,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5396,4843992,5200000,1534345017000,0.00099,0.00111,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5522,4943992,5300000,1534348283000,0.00126,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5641,5043991,5400000,1534352099000,0.00119,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5749,5143991,5500000,1534355823000,0.00108,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5864,5243991,5600000,1534359354000,0.00115,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
5987,5343991,5700000,1534362421000,0.00123,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6117,5443991,5800000,1534365625000,0.0013,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6234,5543991,5900000,1534370861000,0.00117,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6351,5643990,6000000,1534387000000,0.00117,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6485,5743990,6100000,1534391894000,0.00134,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6620,5843990,6200000,1534395699000,0.00135,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6736,5943990,6300000,1534397928000,0.00116,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6847,6043990,6400000,1534400142000,0.00111,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
6972,6143990,6500000,1534401980000,0.00125,0.00113,0.998,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7076,6243990,6600000,1534403754000,0.00104,0.00113,0.999,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7163,6343990,6700000,1534405748000,0.00087,0.00113,0.998,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7242,6443989,6800000,1534407692000,0.00079,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7331,6543989,6900000,1534409775000,0.00089,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7450,6643989,7000000,1534411756000,0.00119,0.00112,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7553,6743989,7100000,1534413572000,0.00103,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7677,6843989,7200000,1534415178000,0.00124,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7801,6943989,7300000,1534416750000,0.00124,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
7921,7043989,7400000,1534418460000,0.0012,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8072,7143989,7500000,1534420152000,0.00151,0.00113,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8210,7243989,7600000,1534421958000,0.00138,0.00113,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8323,7343989,7700000,1534424198000,0.00113,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8427,7443989,7800000,1534426507000,0.00104,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8530,7543988,7900000,1534428901000,0.00103,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8637,7643988,8000000,1534431501000,0.00107,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8758,7743988,8100000,1534434488000,0.00121,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
8867,7843988,8200000,1534438303000,0.00109,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9014,7943988,8300000,1534442273000,0.00147,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9154,8043988,8400000,1534445358000,0.0014,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9276,8143988,8500000,1534448098000,0.00122,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9423,8243988,8600000,1534450774000,0.00147,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9522,8343988,8700000,1534455312000,0.00099,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9632,8443988,8800000,1534469315000,0.0011,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9705,8543987,8900000,1534477993000,0.00073,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9778,8643987,9000000,1534481599000,0.00073,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9870,8743987,9100000,1534484170000,0.00092,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
9977,8843987,9200000,1534486329000,0.00107,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10099,8943987,9300000,1534488129000,0.00122,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10221,9043987,9400000,1534489820000,0.00122,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10320,9143987,9500000,1534491491000,0.00099,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10434,9243986,9600000,1534493350000,0.00114,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10549,9343986,9700000,1534495700000,0.00115,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10657,9443986,9800000,1534498003000,0.00108,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10778,9543986,9900000,1534500310000,0.00121,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
10898,9643986,10000000,1534502355000,0.0012,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11015,9743986,10100000,1534504275000,0.00117,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11160,9843986,10200000,1534506344000,0.00145,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11311,9943986,10300000,1534508344000,0.00151,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11466,10043986,10400000,1534510463000,0.00155,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11596,10143986,10500000,1534513052000,0.0013,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11701,10243985,10600000,1534515766000,0.00105,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11805,10343985,10700000,1534518517000,0.00104,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
11932,10443985,10800000,1534521581000,0.00127,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12059,10543985,10900000,1534525171000,0.00127,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12166,10643985,11000000,1534528692000,0.00107,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12296,10743985,11100000,1534532209000,0.0013,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12414,10843985,11200000,1534535352000,0.00118,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12534,10943984,11300000,1534538536000,0.0012,0.00115,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12622,11043984,11400000,1534543569000,0.00088,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12699,11143984,11500000,1534556144000,0.00077,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12782,11243983,11600000,1534566623000,0.00083,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
12898,11343983,11700000,1534570864000,0.00116,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13007,11443983,11800000,1534574160000,0.00109,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13107,11543983,11900000,1534576963000,0.001,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13233,11643983,12000000,1534579522000,0.00126,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13344,11743983,12100000,1534582059000,0.00111,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13473,11843982,12200000,1534584444000,0.00129,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13612,11943982,12300000,1534586907000,0.00139,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13738,12043982,12400000,1534589382000,0.00126,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13836,12143982,12500000,1534591833000,0.00098,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
13990,12243982,12600000,1534594219000,0.00154,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14110,12343982,12700000,1534597243000,0.0012,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14226,12443982,12800000,1534600571000,0.00116,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14327,12543982,12900000,1534603681000,0.00101,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14444,12643981,13000000,1534606647000,0.00117,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14563,12743981,13100000,1534610005000,0.00119,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14668,12843981,13200000,1534613215000,0.00105,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14784,12943981,13300000,1534616341000,0.00116,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
14909,13043981,13400000,1534619443000,0.00125,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15020,13143981,13500000,1534622516000,0.00111,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15147,13243980,13600000,1534626216000,0.00127,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15246,13343980,13700000,1534632293000,0.00099,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15309,13443980,13800000,1534649517000,0.00063,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15427,13543979,13900000,1534656304000,0.00118,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15555,13643979,14000000,1534660228000,0.00128,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15662,13743979,14100000,1534663200000,0.00107,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15765,13843979,14200000,1534665903000,0.00103,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15889,13943979,14300000,1534668786000,0.00124,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
15983,14043979,14400000,1534671766000,0.00094,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16102,14143978,14500000,1534674837000,0.00119,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16229,14243978,14600000,1534677697000,0.00127,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16344,14343978,14700000,1534680247000,0.00115,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16463,14443978,14800000,1534682924000,0.00119,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16575,14543978,14900000,1534685816000,0.00112,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16691,14643978,15000000,1534688843000,0.00116,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16802,14743978,15100000,1534692274000,0.00111,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
16919,14843977,15200000,1534695398000,0.00117,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
17010,14943977,15300000,1534698625000,0.00091,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
17133,15043977,15400000,1534701627000,0.00123,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
17265,15143977,15500000,1534704482000,0.00132,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
17400,15243977,15600000,1534707063000,0.00135,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
17547,15343977,15700000,1534709673000,0.00147,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Lower
49,43997,400000,1534215666000,0.00111,0.00111,0.987,2.96e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
