Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart,SimulationType
17473,8243988,8600000,1534450774000,0.00221,0.00212,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
17639,8343988,8700000,1534455312000,0.00166,0.00211,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
17833,8443988,8800000,1534469315000,0.00194,0.00211,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18062,8543987,8900000,1534477993000,0.00229,0.00211,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18271,8643987,9000000,1534481599000,0.00209,0.00211,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18411,8743987,9100000,1534484170000,0.0014,0.00211,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18563,8843987,9200000,1534486329000,0.00152,0.0021,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18713,8943987,9300000,1534488129000,0.0015,0.00209,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
18860,9043987,9400000,1534489820000,0.00147,0.00209,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19010,9143987,9500000,1534491491000,0.0015,0.00208,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19118,9243986,9600000,1534493350000,0.00108,0.00207,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19249,9343986,9700000,1534495700000,0.00131,0.00206,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19371,9443986,9800000,1534498003000,0.00122,0.00205,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19507,9543986,9900000,1534500310000,0.00136,0.00204,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19655,9643986,10000000,1534502355000,0.00148,0.00204,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
19826,9743986,10100000,1534504275000,0.00171,0.00203,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20009,9843986,10200000,1534506344000,0.00183,0.00203,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20202,9943986,10300000,1534508344000,0.00193,0.00203,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20403,10043986,10400000,1534510463000,0.00201,0.00203,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20565,10143986,10500000,1534513052000,0.00162,0.00203,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20701,10243985,10600000,1534515766000,0.00136,0.00202,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
20858,10343985,10700000,1534518517000,0.00157,0.00202,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21031,10443985,10800000,1534521581000,0.00173,0.00201,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21197,10543985,10900000,1534525171000,0.00166,0.00201,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21370,10643985,11000000,1534528692000,0.00173,0.00201,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21557,10743985,11100000,1534532209000,0.00187,0.00201,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21752,10843985,11200000,1534535352000,0.00195,0.00201,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
21963,10943984,11300000,1534538536000,0.00211,0.00201,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
22108,11043984,11400000,1534543569000,0.00145,0.002,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
22312,11143984,11500000,1534556144000,0.00204,0.002,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
22567,11243983,11600000,1534566623000,0.00255,0.00201,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
22719,11343983,11700000,1534570864000,0.00152,0.002,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
22876,11443983,11800000,1534574160000,0.00157,0.002,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23036,11543983,11900000,1534576963000,0.0016,0.002,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23179,11643983,12000000,1534579522000,0.00143,0.00199,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23333,11743983,12100000,1534582059000,0.00154,0.00199,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23493,11843982,12200000,1534584444000,0.0016,0.00198,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23638,11943982,12300000,1534586907000,0.00145,0.00198,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23805,12043982,12400000,1534589382000,0.00167,0.00198,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
23974,12143982,12500000,1534591833000,0.00169,0.00197,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24152,12243982,12600000,1534594219000,0.00178,0.00197,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24293,12343982,12700000,1534597243000,0.00141,0.00197,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24437,12443982,12800000,1534600571000,0.00144,0.00196,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24580,12543982,12900000,1534603681000,0.00143,0.00196,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24696,12643981,13000000,1534606647000,0.00116,0.00195,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24820,12743981,13100000,1534610005000,0.00124,0.00195,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
24947,12843981,13200000,1534613215000,0.00127,0.00194,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25102,12943981,13300000,1534616341000,0.00155,0.00194,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25265,13043981,13400000,1534619443000,0.00163,0.00194,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25420,13143981,13500000,1534622516000,0.00155,0.00193,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25579,13243980,13600000,1534626216000,0.00159,0.00193,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25718,13343980,13700000,1534632293000,0.00139,0.00193,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
25922,13443980,13800000,1534649517000,0.00204,0.00193,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26127,13543979,13900000,1534656304000,0.00205,0.00193,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26304,13643979,14000000,1534660228000,0.00177,0.00193,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26459,13743979,14100000,1534663200000,0.00155,0.00193,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26593,13843979,14200000,1534665903000,0.00134,0.00192,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26732,13943979,14300000,1534668786000,0.00139,0.00192,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
26870,14043979,14400000,1534671766000,0.00138,0.00191,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27042,14143978,14500000,1534674837000,0.00172,0.00191,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27212,14243978,14600000,1534677697000,0.0017,0.00191,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27415,14343978,14700000,1534680247000,0.00203,0.00191,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27593,14443978,14800000,1534682924000,0.00178,0.00191,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27749,14543978,14900000,1534685816000,0.00156,0.00191,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
27904,14643978,15000000,1534688843000,0.00155,0.00191,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28011,14743978,15100000,1534692274000,0.00107,0.0019,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28145,14843977,15200000,1534695398000,0.00134,0.0019,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28285,14943977,15300000,1534698625000,0.0014,0.00189,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28419,15043977,15400000,1534701627000,0.00134,0.00189,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28594,15143977,15500000,1534704482000,0.00175,0.00189,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28764,15243977,15600000,1534707063000,0.0017,0.00189,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
28942,15343977,15700000,1534709673000,0.00178,0.00189,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
113,43997,400000,1534215666000,0.00257,0.00257,0.989,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
342,143997,500000,1534221203000,0.00229,0.00238,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
553,243997,600000,1534223933000,0.00211,0.00227,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
754,343997,700000,1534225990000,0.00201,0.00219,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
952,443997,800000,1534227870000,0.00198,0.00214,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1142,543997,900000,1534229635000,0.0019,0.0021,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1354,643996,1000000,1534231460000,0.00212,0.0021,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1565,743996,1100000,1534233317000,0.00211,0.0021,0.993,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1776,843996,1200000,1534235388000,0.00211,0.0021,0.993,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1973,943996,1300000,1534237355000,0.00197,0.00209,0.993,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2193,1043996,1400000,1534238888000,0.0022,0.0021,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2404,1143996,1500000,1534240422000,0.00211,0.0021,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2615,1243996,1600000,1534241857000,0.00211,0.0021,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2782,1343996,1700000,1534243199000,0.00167,0.00207,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2966,1443996,1800000,1534244712000,0.00184,0.00205,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3198,1543996,1900000,1534246424000,0.00232,0.00207,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3417,1643996,2000000,1534248381000,0.00219,0.00208,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3672,1743996,2100000,1534250381000,0.00255,0.00211,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3920,1843995,2200000,1534252487000,0.00248,0.00213,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4154,1943995,2300000,1534254861000,0.00234,0.00214,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4389,2043995,2400000,1534257558000,0.00235,0.00215,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4597,2143995,2500000,1534260327000,0.00208,0.00214,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4849,2243995,2600000,1534263432000,0.00252,0.00216,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5121,2343995,2700000,1534266431000,0.00272,0.00218,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5392,2443995,2800000,1534269300000,0.00271,0.00221,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5639,2543995,2900000,1534272798000,0.00247,0.00222,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5879,2643994,3000000,1534275826000,0.0024,0.00222,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6138,2743994,3100000,1534279185000,0.00259,0.00224,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6371,2843994,3200000,1534284970000,0.00233,0.00224,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6718,2943994,3300000,1534301374000,0.00347,0.00228,0.99,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6995,3043993,3400000,1534307392000,0.00277,0.0023,0.991,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7249,3143993,3500000,1534310553000,0.00254,0.00231,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7496,3243993,3600000,1534313223000,0.00247,0.00231,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7712,3343993,3700000,1534315472000,0.00216,0.00231,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7940,3443993,3800000,1534317461000,0.00228,0.00231,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8191,3543993,3900000,1534319605000,0.00251,0.00231,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8420,3643993,4000000,1534321811000,0.00229,0.00231,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8654,3743993,4100000,1534324066000,0.00234,0.00231,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8932,3843993,4200000,1534325982000,0.00278,0.00232,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9194,3943992,4300000,1534327753000,0.00262,0.00233,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9457,4043992,4400000,1534329253000,0.00263,0.00234,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9740,4143992,4500000,1534330607000,0.00283,0.00235,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10025,4243992,4600000,1534332371000,0.00285,0.00236,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10257,4343992,4700000,1534334282000,0.00232,0.00236,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10524,4443992,4800000,1534336223000,0.00267,0.00237,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10767,4543992,4900000,1534338220000,0.00243,0.00237,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10993,4643992,5000000,1534340324000,0.00226,0.00237,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11226,4743992,5100000,1534342505000,0.00233,0.00237,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11491,4843992,5200000,1534345017000,0.00265,0.00237,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11791,4943992,5300000,1534348283000,0.003,0.00238,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12076,5043991,5400000,1534352099000,0.00285,0.00239,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12335,5143991,5500000,1534355823000,0.00259,0.0024,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12627,5243991,5600000,1534359354000,0.00292,0.00241,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12941,5343991,5700000,1534362421000,0.00314,0.00242,0.992,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13191,5443991,5800000,1534365625000,0.0025,0.00242,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13372,5543991,5900000,1534370861000,0.00181,0.00241,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13619,5643990,6000000,1534387000000,0.00247,0.00241,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13859,5743990,6100000,1534391894000,0.0024,0.00241,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14116,5843990,6200000,1534395699000,0.00257,0.00242,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
