Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
1097,172076,1520000,NN,1531388666000,0.00333,0.00638,0.0601,5.27e+03,0.00228,inf,0.254,0.0,0.746,1.0,0.254,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1101,172786,1530000,NN,1531390366000,0.00593,0.00637,0.06,5.27e+03,0.00227,inf,0.254,0.0,0.746,1.0,0.254,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1103,173438,1540000,NN,1531391762000,0.00404,0.00636,0.0599,5.26e+03,0.00227,inf,0.253,0.0,0.747,1.0,0.253,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1107,174101,1550000,NN,1531393262000,0.00484,0.00636,0.0598,5.25e+03,0.00226,inf,0.253,0.0,0.747,1.0,0.253,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1107,174819,1560000,NN,1531395080000,0.00338,0.00633,0.0597,5.24e+03,0.00226,inf,0.252,0.0,0.748,1.0,0.252,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1112,175668,1570000,NN,1531396997000,0.00404,0.00633,0.0596,5.23e+03,0.00225,inf,0.252,0.0,0.748,1.0,0.252,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1114,176372,1580000,NN,1531398777000,0.00382,0.00632,0.0595,5.22e+03,0.00225,inf,0.252,0.0,0.748,1.0,0.252,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1117,177088,1590000,NN,1531400537000,0.00388,0.00631,0.0594,5.22e+03,0.00225,inf,0.251,0.0,0.749,1.0,0.251,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1120,177887,1600000,NN,1531402278000,0.00386,0.0063,0.0594,5.21e+03,0.00224,inf,0.251,0.0,0.749,1.0,0.251,13.4,-12.4,12,0.2,0.2,0.0,0.2,0.001,10
1125,178699,1610000,NN,1531404354000,0.00416,0.0063,0.0593,5.2e+03,0.00224,inf,0.25,0.0,0.75,1.0,0.25,13.4,-12.4,12,0.2,0.2,0.0,0.2,0.001,10
1131,179591,1620000,NN,1531406176000,0.00448,0.0063,0.0592,5.19e+03,0.00224,inf,0.25,0.0,0.75,1.0,0.25,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1136,180546,1630000,NN,1531407973000,0.00457,0.00629,0.0591,5.18e+03,0.00224,inf,0.25,0.0,0.75,1.0,0.25,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1140,181611,1640000,NN,1531409990000,0.00448,0.00628,0.059,5.18e+03,0.00224,inf,0.249,0.0,0.751,1.0,0.249,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1147,182814,1650000,NN,1531412247000,0.00463,0.00627,0.059,5.17e+03,0.00225,inf,0.249,0.0,0.751,1.0,0.249,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1156,184204,1660000,NN,1531414664000,0.00485,0.00628,0.0589,5.17e+03,0.00225,inf,0.248,0.0,0.752,1.0,0.248,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
1170,185866,1670000,NN,1531416880000,0.00529,0.00629,0.0589,5.17e+03,0.00226,inf,0.249,0.0,0.751,1.0,0.249,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1183,187568,1680000,NN,1531419218000,0.00556,0.00631,0.0589,5.16e+03,0.00227,inf,0.249,0.0,0.751,1.0,0.249,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1203,189280,1690000,NN,1531421594000,0.00618,0.00636,0.0589,5.16e+03,0.00228,inf,0.25,0.0,0.75,1.0,0.25,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1221,191034,1700000,NN,1531423831000,0.00656,0.00639,0.0588,5.16e+03,0.00228,inf,0.251,0.0,0.749,1.0,0.251,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1234,192789,1710000,NN,1531426097000,0.00664,0.0064,0.0588,5.15e+03,0.00229,inf,0.251,0.0,0.749,1.0,0.251,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1251,194635,1720000,NN,1531428700000,0.00685,0.00643,0.0588,5.15e+03,0.00231,inf,0.252,0.0,0.748,1.0,0.252,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1268,196550,1730000,NN,1531433991000,0.0,0.00645,0.0588,5.15e+03,0.00231,inf,0.253,0.0,0.747,1.0,0.253,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1276,197959,1740000,NN,1531452298000,0.00548,0.00645,0.0587,5.15e+03,0.00232,inf,0.252,0.0,0.748,1.0,0.252,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1279,199342,1750000,NN,1531457863000,0.00387,0.00642,0.0587,5.14e+03,0.00231,inf,0.252,0.0,0.748,1.0,0.252,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1285,200395,1760000,NN,1531460622000,0.00436,0.00641,0.0586,5.13e+03,0.00231,inf,0.251,0.0,0.749,1.0,0.251,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1288,201387,1770000,NN,1531462674000,0.00409,0.0064,0.0585,5.13e+03,0.00231,inf,0.251,0.0,0.749,1.0,0.251,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1292,202140,1780000,NN,1531464475000,0.00426,0.00639,0.0585,5.12e+03,0.00231,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1302,202932,1790000,NN,1531466048000,0.00529,0.00642,0.0584,5.11e+03,0.00231,inf,0.251,0.0,0.749,1.0,0.251,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1307,203671,1800000,NN,1531467563000,0.00544,0.00642,0.0583,5.11e+03,0.00231,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1308,204377,1810000,NN,1531468953000,0.00508,0.0064,0.0582,5.1e+03,0.00231,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1313,205054,1820000,NN,1531470409000,0.00526,0.0064,0.0581,5.09e+03,0.0023,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1314,205844,1830000,NN,1531471963000,0.00492,0.00638,0.0581,5.08e+03,0.0023,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1320,206543,1840000,NN,1531473512000,0.00518,0.00639,0.058,5.08e+03,0.00229,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1324,207284,1850000,NN,1531475081000,0.00519,0.00639,0.0579,5.07e+03,0.00229,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1329,208334,1860000,NN,1531476404000,0.0061,0.00638,0.0578,5.07e+03,0.00228,inf,0.249,0.0,0.751,1.0,0.249,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1336,209225,1870000,NN,1531477691000,0.00738,0.00639,0.0578,5.06e+03,0.00228,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1343,210106,1880000,NN,1531478998000,0.00762,0.00639,0.0577,5.05e+03,0.00228,inf,0.249,0.0,0.751,1.0,0.249,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1351,211012,1890000,NN,1531480540000,0.00798,0.0064,0.0576,5.04e+03,0.00228,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1354,211897,1900000,NN,1531482052000,0.00694,0.00639,0.0575,5.04e+03,0.00228,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1362,212900,1910000,NN,1531483642000,0.00715,0.0064,0.0575,5.03e+03,0.00227,inf,0.249,0.0,0.751,1.0,0.249,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1370,213909,1920000,NN,1531485304000,0.00728,0.0064,0.0574,5.03e+03,0.00227,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1381,215020,1930000,NN,1531487022000,0.0077,0.00642,0.0573,5.02e+03,0.00227,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1386,215980,1940000,NN,1531488590000,0.0074,0.00642,0.0572,5.01e+03,0.00227,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1397,217301,1950000,NN,1531491010000,0.00753,0.00643,0.0572,5.01e+03,0.00227,inf,0.251,0.0,0.749,1.0,0.251,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1403,218496,1960000,NN,1531492900000,0.00724,0.00642,0.0571,5e+03,0.00226,inf,0.251,0.0,0.749,1.0,0.251,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1409,219827,1970000,NN,1531495204000,0.00694,0.00641,0.0571,5e+03,0.00227,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1418,221321,1980000,NN,1531497591000,0.00683,0.00641,0.0571,4.99e+03,0.00228,inf,0.25,0.0,0.75,1.0,0.25,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
1427,222941,1990000,NN,1531500030000,0.0067,0.0064,0.057,4.99e+03,0.00229,inf,0.249,0.0,0.751,1.0,0.249,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
1443,224596,2000000,NN,1531502452000,0.00699,0.00642,0.057,4.99e+03,0.00229,inf,0.249,0.0,0.751,1.0,0.249,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
1453,226177,2010000,NN,1531504702000,0.00693,0.00642,0.057,4.99e+03,0.0023,inf,0.249,0.0,0.751,1.0,0.249,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
1463,228168,2020000,NN,1531507505000,0.00675,0.00641,0.0569,4.98e+03,0.0023,inf,0.249,0.0,0.751,1.0,0.249,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
1476,230076,2030000,NN,1531509988000,0.00675,0.00642,0.0569,4.98e+03,0.00232,inf,0.248,0.0,0.752,1.0,0.248,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
1495,232036,2040000,NN,1531512382000,0.00699,0.00644,0.0569,4.98e+03,0.00234,inf,0.249,0.0,0.751,1.0,0.249,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
1510,233877,2050000,NN,1531514646000,0.00707,0.00646,0.0569,4.98e+03,0.00235,inf,0.248,0.0,0.752,1.0,0.248,12.5,-11.5,12,0.2,0.2,0.0,0.2,0.001,10
1527,235629,2060000,NN,1531517611000,0.00724,0.00648,0.0569,4.97e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1547,237085,2070000,NN,1531523895000,0.00856,0.00653,0.0568,4.97e+03,0.00238,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1555,238301,2080000,NN,1531538649000,0.0073,0.00653,0.0568,4.96e+03,0.00238,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1565,239791,2090000,NN,1531545152000,0.00704,0.00653,0.0568,4.96e+03,0.00238,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1569,241444,2100000,NN,1531548032000,0.00553,0.0065,0.0567,4.96e+03,0.00238,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1576,243062,2110000,NN,1531550244000,0.00524,0.00648,0.0567,4.95e+03,0.00238,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1580,244774,2120000,NN,1531552164000,0.00465,0.00645,0.0567,4.95e+03,0.00238,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1584,246534,2130000,NN,1531553824000,0.00424,0.00643,0.0566,4.95e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1591,248107,2140000,NN,1531555499000,0.00427,0.00641,0.0566,4.95e+03,0.00238,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1598,249483,2150000,NN,1531557120000,0.00435,0.00641,0.0565,4.94e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1605,250978,2160000,NN,1531558831000,0.00439,0.00639,0.0565,4.94e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1613,252479,2170000,NN,1531560540000,0.00447,0.00639,0.0565,4.94e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1619,253807,2180000,NN,1531562235000,0.00448,0.00638,0.0564,4.93e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1626,255116,2190000,NN,1531563942000,0.00423,0.00637,0.0564,4.93e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1633,256418,2200000,NN,1531565680000,0.00483,0.00637,0.0563,4.92e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1641,257794,2210000,NN,1531567587000,0.00518,0.00637,0.0563,4.92e+03,0.00236,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1647,259080,2220000,NN,1531569418000,0.00505,0.00636,0.0562,4.92e+03,0.00236,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1657,260415,2230000,NN,1531571410000,0.00556,0.00636,0.0562,4.91e+03,0.00236,inf,0.248,0.0,0.752,1.0,0.248,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1668,261976,2240000,NN,1531573308000,0.00585,0.00637,0.0562,4.91e+03,0.00236,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1676,263344,2250000,NN,1531575302000,0.00585,0.00636,0.0561,4.9e+03,0.00236,inf,0.249,0.0,0.751,1.0,0.249,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1683,264727,2260000,NN,1531577438000,0.00574,0.00636,0.0561,4.9e+03,0.00236,inf,0.249,0.0,0.751,1.0,0.249,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
1689,266158,2270000,NN,1531579575000,0.00556,0.00635,0.056,4.9e+03,0.00237,inf,0.248,0.0,0.752,1.0,0.248,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1705,267731,2280000,NN,1531581504000,0.00609,0.00637,0.056,4.89e+03,0.00237,inf,0.249,0.0,0.751,1.0,0.249,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1713,269206,2290000,NN,1531583988000,0.00602,0.00636,0.056,4.89e+03,0.00237,inf,0.249,0.0,0.751,1.0,0.249,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1719,270565,2300000,NN,1531586120000,0.00589,0.00635,0.0559,4.88e+03,0.00238,inf,0.248,0.0,0.752,1.0,0.248,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1727,271917,2310000,NN,1531588178000,0.00589,0.00635,0.0559,4.88e+03,0.00238,inf,0.248,0.0,0.752,1.0,0.248,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
1735,273378,2320000,NN,1531590317000,0.00586,0.00635,0.0558,4.88e+03,0.00238,inf,0.248,0.0,0.752,1.0,0.248,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
1744,274844,2330000,NN,1531592479000,0.00588,0.00635,0.0558,4.87e+03,0.00239,inf,0.247,0.0,0.753,1.0,0.247,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
1762,276455,2340000,NN,1531594914000,0.00626,0.00637,0.0558,4.87e+03,0.00239,inf,0.248,0.0,0.752,1.0,0.248,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
1771,278100,2350000,NN,1531597223000,0.00621,0.00637,0.0557,4.87e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
1782,279630,2360000,NN,1531599494000,0.00627,0.00637,0.0557,4.86e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1796,281126,2370000,NN,1531601646000,0.00644,0.00639,0.0557,4.86e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1809,282724,2380000,NN,1531604427000,0.00653,0.0064,0.0556,4.86e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1820,284147,2390000,NN,1531612643000,0.00399,0.00641,0.0556,4.85e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1827,285562,2400000,NN,1531630073000,0.00455,0.0064,0.0556,4.85e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1840,286990,2410000,NN,1531634702000,0.00624,0.00641,0.0555,4.85e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1845,288413,2420000,NN,1531637239000,0.0055,0.0064,0.0555,4.84e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1850,289778,2430000,NN,1531639632000,0.00513,0.00638,0.0554,4.84e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1854,291233,2440000,NN,1531641496000,0.0047,0.00637,0.0554,4.83e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1860,292627,2450000,NN,1531643295000,0.00464,0.00636,0.0553,4.83e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1867,293994,2460000,NN,1531645076000,0.0047,0.00635,0.0553,4.82e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1873,295263,2470000,NN,1531646742000,0.0047,0.00634,0.0552,4.82e+03,0.0024,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1883,296636,2480000,NN,1531648616000,0.00497,0.00635,0.0552,4.82e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
1892,297975,2490000,NN,1531650478000,0.00751,0.00635,0.0552,4.81e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1901,299209,2500000,NN,1531652270000,0.0074,0.00635,0.0551,4.81e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1910,300569,2510000,NN,1531654047000,0.00712,0.00635,0.055,4.8e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1916,301768,2520000,NN,1531655869000,0.00661,0.00635,0.055,4.8e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1929,303051,2530000,NN,1531657747000,0.00733,0.00637,0.0549,4.79e+03,0.00241,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1940,304254,2540000,NN,1531659594000,0.00762,0.00638,0.0549,4.79e+03,0.00242,inf,0.248,0.0,0.752,1.0,0.248,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1953,306245,2550000,NN,1531661070000,0.00739,0.00638,0.0549,4.79e+03,0.00242,inf,0.249,0.0,0.751,1.0,0.249,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
1959,308642,2560000,NN,1531662446000,0.00641,0.00635,0.0548,4.78e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1966,311410,2570000,NN,1531663599000,0.00567,0.00631,0.0548,4.78e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1974,314452,2580000,NN,1531664612000,0.00515,0.00628,0.0548,4.78e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1980,317369,2590000,NN,1531665566000,0.00471,0.00624,0.0548,4.78e+03,0.00241,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1987,320296,2600000,NN,1531666534000,0.00442,0.0062,0.0548,4.78e+03,0.0024,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
1995,323152,2610000,NN,1531667642000,0.00425,0.00617,0.0548,4.78e+03,0.0024,inf,0.249,0.0,0.751,1.0,0.249,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2002,325848,2620000,NN,1531668642000,0.00409,0.00614,0.0547,4.77e+03,0.0024,inf,0.25,0.0,0.75,1.0,0.25,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2015,328448,2630000,NN,1531669662000,0.00417,0.00613,0.0547,4.77e+03,0.00239,inf,0.25,0.0,0.75,1.0,0.25,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2020,331272,2640000,NN,1531670298000,0.00397,0.0061,0.0547,4.77e+03,0.00239,inf,0.251,0.0,0.749,1.0,0.251,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2030,334115,2650000,NN,1531671199000,0.00394,0.00608,0.0547,4.77e+03,0.00238,inf,0.251,0.0,0.749,1.0,0.251,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2038,336963,2660000,NN,1531672269000,0.00386,0.00605,0.0547,4.77e+03,0.00238,inf,0.251,0.0,0.749,1.0,0.251,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
2041,339752,2670000,NN,1531673153000,0.00368,0.00601,0.0546,4.77e+03,0.00238,inf,0.251,0.0,0.749,1.0,0.251,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2044,342097,2680000,NN,1531673917000,0.00355,0.00597,0.0546,4.76e+03,0.00238,inf,0.251,0.0,0.749,1.0,0.251,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2049,344643,2690000,NN,1531674680000,0.00347,0.00595,0.0546,4.76e+03,0.00237,inf,0.251,0.0,0.749,1.0,0.251,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2061,347197,2700000,NN,1531675555000,0.00353,0.00594,0.0546,4.76e+03,0.00237,inf,0.251,0.0,0.749,1.0,0.251,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2071,350236,2710000,NN,1531676698000,0.00352,0.00591,0.0546,4.76e+03,0.00237,inf,0.251,0.0,0.749,1.0,0.251,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2081,353932,2720000,NN,1531678451000,0.00346,0.00588,0.0546,4.76e+03,0.00237,inf,0.252,0.0,0.748,1.0,0.252,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2094,356648,2730000,NN,1531680005000,0.00352,0.00587,0.0545,4.76e+03,0.00237,inf,0.252,0.0,0.748,1.0,0.252,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2102,358810,2740000,NN,1531680811000,0.00353,0.00586,0.0545,4.75e+03,0.00237,inf,0.252,0.0,0.748,1.0,0.252,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2111,361116,2750000,NN,1531681657000,0.00354,0.00585,0.0545,4.75e+03,0.00237,inf,0.252,0.0,0.748,1.0,0.252,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2119,363373,2760000,NN,1531682590000,0.00354,0.00583,0.0544,4.75e+03,0.00236,inf,0.253,0.0,0.747,1.0,0.253,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2124,365641,2770000,NN,1531683714000,0.0035,0.00581,0.0544,4.75e+03,0.00236,inf,0.253,0.0,0.747,1.0,0.253,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2134,368505,2780000,NN,1531684985000,0.0035,0.00579,0.0544,4.75e+03,0.00235,inf,0.253,0.0,0.747,1.0,0.253,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2152,371322,2790000,NN,1531686269000,0.00361,0.0058,0.0544,4.74e+03,0.00235,inf,0.254,0.0,0.746,1.0,0.254,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2162,373826,2800000,NN,1531687538000,0.00362,0.00578,0.0544,4.74e+03,0.00235,inf,0.255,0.0,0.745,1.0,0.255,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2169,376151,2810000,NN,1531688926000,0.0036,0.00577,0.0543,4.74e+03,0.00235,inf,0.255,0.0,0.745,1.0,0.255,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2176,378614,2820000,NN,1531691331000,0.00358,0.00575,0.0543,4.74e+03,0.00235,inf,0.254,0.0,0.746,1.0,0.254,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2194,382060,2830000,NN,1531701029000,0.00504,0.00574,0.0543,4.74e+03,0.00235,inf,0.255,0.0,0.745,1.0,0.255,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2209,385884,2840000,NN,1531714418000,0.00441,0.00572,0.0543,4.74e+03,0.00235,inf,0.256,0.0,0.744,1.0,0.256,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2218,388739,2850000,NN,1531717788000,0.00404,0.00571,0.0543,4.73e+03,0.00235,inf,0.256,0.0,0.744,1.0,0.256,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
2230,390825,2860000,NN,1531720421000,0.00434,0.00571,0.0542,4.73e+03,0.00234,inf,0.257,0.0,0.743,1.0,0.257,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
