Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
30,4063,140000,NN,1531049805000,0.00738,0.00738,0.0708,6.2e+03,0.00313,inf,0.226,0.0,0.774,1.0,0.226,11.5,-10.5,12,0.2,0.2,0.0,0.2,0.001,10
38,5278,150000,NN,1531051599000,0.0072,0.0072,0.071,6.22e+03,0.00321,inf,0.216,0.0,0.784,1.0,0.216,11.4,-10.4,12,0.2,0.2,0.0,0.2,0.001,10
46,6408,160000,NN,1531053310000,0.00718,0.00718,0.0708,6.21e+03,0.00315,inf,0.216,0.0,0.784,1.0,0.216,11.5,-10.5,12,0.2,0.2,0.0,0.2,0.001,10
55,7827,170000,NN,1531054948000,0.00703,0.00703,0.0711,6.23e+03,0.00307,inf,0.222,0.0,0.778,1.0,0.222,11.8,-10.8,12,0.2,0.2,0.0,0.2,0.001,10
63,9128,180000,NN,1531056675000,0.0069,0.0069,0.0712,6.24e+03,0.00303,inf,0.222,0.0,0.778,1.0,0.222,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
75,10309,190000,NN,1531058328000,0.00728,0.00728,0.0711,6.24e+03,0.00293,inf,0.236,0.0,0.764,1.0,0.236,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
85,11504,200000,NN,1531059941000,0.00739,0.00739,0.0711,6.24e+03,0.00295,inf,0.237,0.0,0.763,1.0,0.237,12.0,-11.0,12,0.2,0.2,0.0,0.2,0.001,10
91,12802,210000,NN,1531061809000,0.00711,0.00711,0.0711,6.24e+03,0.00293,inf,0.232,0.0,0.768,1.0,0.232,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
110,14041,220000,NN,1531063581000,0.00783,0.00783,0.0712,6.24e+03,0.00291,inf,0.251,0.0,0.749,1.0,0.251,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
120,15204,230000,NN,1531065314000,0.00789,0.00789,0.0711,6.24e+03,0.00292,inf,0.251,0.0,0.749,1.0,0.251,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
128,16475,240000,NN,1531067084000,0.00777,0.00777,0.0711,6.24e+03,0.00295,inf,0.246,0.0,0.754,1.0,0.246,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
153,17994,250000,NN,1531068933000,0.0085,0.0085,0.0713,6.25e+03,0.00301,inf,0.262,0.0,0.738,1.0,0.262,11.5,-10.5,12,0.2,0.2,0.0,0.2,0.001,10
172,19330,260000,NN,1531070560000,0.0089,0.0089,0.0714,6.25e+03,0.00303,inf,0.27,0.0,0.73,1.0,0.27,11.3,-10.3,12,0.2,0.2,0.0,0.2,0.001,10
188,20561,270000,NN,1531071931000,0.00914,0.00914,0.0713,6.25e+03,0.00304,inf,0.275,0.0,0.725,1.0,0.275,11.2,-10.2,12,0.2,0.2,0.0,0.2,0.001,10
206,21887,280000,NN,1531073370000,0.00941,0.00941,0.0714,6.25e+03,0.0031,inf,0.278,0.0,0.722,1.0,0.278,11.0,-9.98,12,0.2,0.2,0.0,0.2,0.001,10
218,23209,290000,NN,1531074828000,0.00939,0.00939,0.0714,6.25e+03,0.00308,inf,0.279,0.0,0.721,1.0,0.279,11.0,-10.0,12,0.2,0.2,0.0,0.2,0.001,10
233,24742,300000,NN,1531076102000,0.00942,0.00942,0.0715,6.25e+03,0.0031,inf,0.28,0.0,0.72,1.0,0.28,10.9,-9.94,12,0.2,0.2,0.0,0.2,0.001,10
246,26365,310000,NN,1531077460000,0.00933,0.00933,0.0716,6.27e+03,0.0031,inf,0.281,0.0,0.719,1.0,0.281,10.9,-9.94,12,0.2,0.2,0.0,0.2,0.001,10
263,27993,320000,NN,1531078853000,0.0094,0.0094,0.0717,6.27e+03,0.00314,inf,0.282,0.0,0.718,1.0,0.282,10.8,-9.83,12,0.2,0.2,0.0,0.2,0.001,10
281,29665,330000,NN,1531080285000,0.00947,0.00947,0.0718,6.28e+03,0.00312,inf,0.288,0.0,0.712,1.0,0.288,10.8,-9.82,12,0.2,0.2,0.0,0.2,0.001,10
299,31363,340000,NN,1531081775000,0.00953,0.00953,0.0719,6.29e+03,0.0031,inf,0.293,0.0,0.707,1.0,0.293,10.8,-9.84,12,0.2,0.2,0.0,0.2,0.001,10
317,33174,350000,NN,1531083470000,0.00956,0.00956,0.072,6.3e+03,0.00305,inf,0.3,0.0,0.7,1.0,0.3,10.9,-9.9,12,0.2,0.2,0.0,0.2,0.001,10
338,34927,360000,NN,1531085548000,0.00968,0.00968,0.0721,6.31e+03,0.00312,inf,0.3,0.0,0.7,1.0,0.3,10.7,-9.7,12,0.2,0.2,0.0,0.2,0.001,10
358,36581,370000,NN,1531091700000,0.00323,0.00979,0.0721,6.31e+03,0.00315,inf,0.302,0.0,0.698,1.0,0.302,10.6,-9.6,12,0.2,0.2,0.0,0.2,0.001,10
370,38807,380000,NN,1531109678000,0.00492,0.00953,0.0722,6.32e+03,0.00312,inf,0.303,0.0,0.697,1.0,0.303,10.7,-9.66,12,0.2,0.2,0.0,0.2,0.001,10
378,40569,390000,NN,1531114011000,0.00477,0.00932,0.0721,6.31e+03,0.00306,inf,0.304,0.0,0.696,1.0,0.304,10.8,-9.82,12,0.2,0.2,0.0,0.2,0.001,10
386,41827,400000,NN,1531116623000,0.00511,0.00923,0.0719,6.29e+03,0.00302,inf,0.304,0.0,0.696,1.0,0.304,10.9,-9.93,12,0.2,0.2,0.0,0.2,0.001,10
391,42913,410000,NN,1531118649000,0.00503,0.00911,0.0716,6.27e+03,0.00298,inf,0.302,0.0,0.698,1.0,0.302,11.0,-10.0,12,0.2,0.2,0.0,0.2,0.001,10
397,43913,420000,NN,1531120418000,0.00516,0.00904,0.0713,6.24e+03,0.00295,inf,0.301,0.0,0.699,1.0,0.301,11.1,-10.1,12,0.2,0.2,0.0,0.2,0.001,10
400,44741,430000,NN,1531122132000,0.00501,0.00894,0.0709,6.21e+03,0.00293,inf,0.297,0.0,0.703,1.0,0.297,11.2,-10.2,12,0.2,0.2,0.0,0.2,0.001,10
403,45532,440000,NN,1531123856000,0.00491,0.00885,0.0705,6.18e+03,0.00289,inf,0.295,0.0,0.705,1.0,0.295,11.3,-10.3,12,0.2,0.2,0.0,0.2,0.001,10
404,46106,450000,NN,1531125068000,0.00473,0.00876,0.0701,6.15e+03,0.00284,inf,0.293,0.0,0.707,1.0,0.293,11.5,-10.5,12,0.2,0.2,0.0,0.2,0.001,10
407,46767,460000,NN,1531126436000,0.00472,0.0087,0.0698,6.12e+03,0.00279,inf,0.292,0.0,0.708,1.0,0.292,11.6,-10.6,12,0.2,0.2,0.0,0.2,0.001,10
409,47517,470000,NN,1531128328000,0.00459,0.00861,0.0695,6.09e+03,0.00275,inf,0.291,0.0,0.709,1.0,0.291,11.8,-10.8,12,0.2,0.2,0.0,0.2,0.001,10
410,47960,480000,NN,1531129175000,0.0045,0.00855,0.0691,6.06e+03,0.0027,inf,0.29,0.0,0.71,1.0,0.29,11.9,-10.9,12,0.2,0.2,0.0,0.2,0.001,10
411,48342,490000,NN,1531130018000,0.00444,0.0085,0.0687,6.03e+03,0.00266,inf,0.288,0.0,0.712,1.0,0.288,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
413,48789,500000,NN,1531130800000,0.00427,0.00847,0.0684,6e+03,0.00261,inf,0.287,0.0,0.713,1.0,0.287,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
418,49262,510000,NN,1531131712000,0.00849,0.00849,0.068,5.97e+03,0.00258,inf,0.287,0.0,0.713,1.0,0.287,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
426,50029,520000,NN,1531133341000,0.0095,0.00852,0.0678,5.95e+03,0.00258,inf,0.286,0.0,0.714,1.0,0.286,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
430,50783,530000,NN,1531134827000,0.00808,0.00847,0.0675,5.92e+03,0.00257,inf,0.284,0.0,0.716,1.0,0.284,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
432,51393,540000,NN,1531136175000,0.00705,0.00841,0.0672,5.9e+03,0.00256,inf,0.281,0.0,0.719,1.0,0.281,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
435,52099,550000,NN,1531137754000,0.00649,0.00835,0.067,5.88e+03,0.00254,inf,0.279,0.0,0.721,1.0,0.279,12.5,-11.5,12,0.2,0.2,0.0,0.2,0.001,10
438,52883,560000,NN,1531139459000,0.00601,0.00828,0.0668,5.86e+03,0.00253,inf,0.276,0.0,0.724,1.0,0.276,12.5,-11.5,12,0.2,0.2,0.0,0.2,0.001,10
440,53692,570000,NN,1531141094000,0.00545,0.00819,0.0666,5.85e+03,0.0025,inf,0.276,0.0,0.724,1.0,0.276,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
447,54417,580000,NN,1531142751000,0.00597,0.00821,0.0664,5.83e+03,0.00248,inf,0.276,0.0,0.724,1.0,0.276,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
452,55162,590000,NN,1531144525000,0.00605,0.00819,0.0662,5.81e+03,0.00249,inf,0.273,0.0,0.727,1.0,0.273,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
461,56029,600000,NN,1531146406000,0.00656,0.00823,0.066,5.8e+03,0.00247,inf,0.275,0.0,0.725,1.0,0.275,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
471,56962,610000,NN,1531148524000,0.00702,0.00827,0.0659,5.78e+03,0.00248,inf,0.274,0.0,0.726,1.0,0.274,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
481,57991,620000,NN,1531150653000,0.00731,0.00829,0.0658,5.77e+03,0.00249,inf,0.274,0.0,0.726,1.0,0.274,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
494,59242,630000,NN,1531152831000,0.00767,0.00834,0.0657,5.77e+03,0.00248,inf,0.276,0.0,0.724,1.0,0.276,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
502,60708,640000,NN,1531154931000,0.00741,0.00827,0.0657,5.77e+03,0.00249,inf,0.275,0.0,0.725,1.0,0.275,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
511,62275,650000,NN,1531156919000,0.00722,0.00821,0.0657,5.77e+03,0.0025,inf,0.273,0.0,0.727,1.0,0.273,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
520,64050,660000,NN,1531158796000,0.00697,0.00812,0.0657,5.77e+03,0.00251,inf,0.273,0.0,0.727,1.0,0.273,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
532,66112,670000,NN,1531160992000,0.00683,0.00805,0.0658,5.77e+03,0.00253,inf,0.272,0.0,0.728,1.0,0.272,12.5,-11.5,12,0.2,0.2,0.0,0.2,0.001,10
541,67945,680000,NN,1531162911000,0.00665,0.00796,0.0658,5.78e+03,0.00255,inf,0.27,0.0,0.73,1.0,0.27,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
551,69957,690000,NN,1531164809000,0.00649,0.00788,0.0659,5.78e+03,0.00256,inf,0.27,0.0,0.73,1.0,0.27,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
563,72204,700000,NN,1531166846000,0.00639,0.0078,0.066,5.78e+03,0.0026,inf,0.268,0.0,0.732,1.0,0.268,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
579,74426,710000,NN,1531168918000,0.00646,0.00778,0.066,5.79e+03,0.00261,inf,0.269,0.0,0.731,1.0,0.269,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
596,76826,720000,NN,1531171813000,0.00651,0.00776,0.0661,5.8e+03,0.00264,inf,0.269,0.0,0.731,1.0,0.269,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
613,78843,730000,NN,1531185503000,0.00751,0.00777,0.0662,5.8e+03,0.00265,inf,0.271,0.0,0.729,1.0,0.271,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
618,80923,740000,NN,1531196969000,0.00427,0.00764,0.0662,5.8e+03,0.00263,inf,0.271,0.0,0.729,1.0,0.271,12.1,-11.1,12,0.2,0.2,0.0,0.2,0.001,10
630,82506,750000,NN,1531200364000,0.00535,0.00764,0.0661,5.8e+03,0.00262,inf,0.272,0.0,0.728,1.0,0.272,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
635,83708,760000,NN,1531202607000,0.00511,0.00759,0.066,5.79e+03,0.0026,inf,0.272,0.0,0.728,1.0,0.272,12.2,-11.2,12,0.2,0.2,0.0,0.2,0.001,10
646,84709,770000,NN,1531204516000,0.00594,0.00763,0.0659,5.78e+03,0.00257,inf,0.275,0.0,0.725,1.0,0.275,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
651,85614,780000,NN,1531206234000,0.0059,0.0076,0.0657,5.76e+03,0.00257,inf,0.273,0.0,0.727,1.0,0.273,12.3,-11.3,12,0.2,0.2,0.0,0.2,0.001,10
651,86397,790000,NN,1531207753000,0.00537,0.00753,0.0656,5.75e+03,0.00256,inf,0.272,0.0,0.728,1.0,0.272,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
656,87223,800000,NN,1531209349000,0.00543,0.00752,0.0654,5.74e+03,0.00254,inf,0.272,0.0,0.728,1.0,0.272,12.4,-11.4,12,0.2,0.2,0.0,0.2,0.001,10
658,87914,810000,NN,1531211009000,0.00526,0.00748,0.0653,5.72e+03,0.00252,inf,0.271,0.0,0.729,1.0,0.271,12.5,-11.5,12,0.2,0.2,0.0,0.2,0.001,10
659,88563,820000,NN,1531212747000,0.00504,0.00744,0.0651,5.71e+03,0.00251,inf,0.269,0.0,0.731,1.0,0.269,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
661,89209,830000,NN,1531214477000,0.00493,0.00741,0.0649,5.7e+03,0.00249,inf,0.269,0.0,0.731,1.0,0.269,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
665,89856,840000,NN,1531216000000,0.005,0.0074,0.0648,5.69e+03,0.00248,inf,0.268,0.0,0.732,1.0,0.268,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
667,90501,850000,NN,1531217491000,0.00651,0.00737,0.0647,5.67e+03,0.00246,inf,0.267,0.0,0.733,1.0,0.267,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
670,91170,860000,NN,1531218803000,0.00512,0.00735,0.0645,5.66e+03,0.00246,inf,0.266,0.0,0.734,1.0,0.266,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
674,91885,870000,NN,1531220183000,0.00532,0.00734,0.0643,5.65e+03,0.00244,inf,0.266,0.0,0.734,1.0,0.266,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
681,92645,880000,NN,1531221660000,0.00653,0.00735,0.0642,5.63e+03,0.00244,inf,0.266,0.0,0.734,1.0,0.266,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
692,93497,890000,NN,1531223228000,0.00817,0.0074,0.0641,5.62e+03,0.00242,inf,0.267,0.0,0.733,1.0,0.267,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
695,94242,900000,NN,1531224925000,0.00741,0.00737,0.0639,5.61e+03,0.00241,inf,0.267,0.0,0.733,1.0,0.267,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
699,94961,910000,NN,1531226586000,0.00713,0.00736,0.0638,5.6e+03,0.00241,inf,0.265,0.0,0.735,1.0,0.265,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
703,95711,920000,NN,1531228193000,0.00689,0.00735,0.0637,5.59e+03,0.00241,inf,0.264,0.0,0.736,1.0,0.264,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
705,96477,930000,NN,1531229863000,0.00637,0.00731,0.0635,5.58e+03,0.00241,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
713,97406,940000,NN,1531231690000,0.00666,0.00732,0.0634,5.57e+03,0.0024,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
721,98429,950000,NN,1531233614000,0.0068,0.00733,0.0633,5.56e+03,0.00239,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
729,99494,960000,NN,1531235598000,0.00688,0.00733,0.0632,5.55e+03,0.0024,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
736,100545,970000,NN,1531237572000,0.00686,0.00732,0.0632,5.54e+03,0.00239,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
748,101844,980000,NN,1531239731000,0.00712,0.00734,0.0631,5.54e+03,0.0024,inf,0.263,0.0,0.737,1.0,0.263,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
751,103117,990000,NN,1531241737000,0.00665,0.00728,0.0631,5.53e+03,0.00241,inf,0.261,0.0,0.739,1.0,0.261,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
761,104509,1000000,NN,1531243738000,0.00671,0.00728,0.063,5.53e+03,0.00242,inf,0.261,0.0,0.739,1.0,0.261,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
771,106167,1010000,NN,1531245667000,0.00664,0.00726,0.063,5.53e+03,0.00242,inf,0.261,0.0,0.739,1.0,0.261,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
776,107891,1020000,NN,1531247731000,0.00627,0.00719,0.063,5.53e+03,0.00243,inf,0.259,0.0,0.741,1.0,0.259,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
787,109574,1030000,NN,1531249459000,0.0063,0.00718,0.063,5.53e+03,0.00244,inf,0.259,0.0,0.741,1.0,0.259,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
801,111280,1040000,NN,1531251643000,0.00645,0.0072,0.063,5.52e+03,0.00246,inf,0.259,0.0,0.741,1.0,0.259,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
813,112952,1050000,NN,1531253665000,0.0065,0.0072,0.063,5.52e+03,0.00247,inf,0.259,0.0,0.741,1.0,0.259,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
820,114703,1060000,NN,1531256223000,0.00632,0.00715,0.063,5.52e+03,0.00248,inf,0.258,0.0,0.742,1.0,0.258,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
833,116354,1070000,NN,1531263018000,0.0113,0.00716,0.063,5.52e+03,0.00248,inf,0.258,0.0,0.742,1.0,0.258,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
840,118483,1080000,NN,1531280274000,0.00418,0.00709,0.063,5.52e+03,0.00247,inf,0.259,0.0,0.741,1.0,0.259,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
848,120471,1090000,NN,1531284669000,0.00411,0.00704,0.0629,5.52e+03,0.00247,inf,0.259,0.0,0.741,1.0,0.259,12.6,-11.6,12,0.2,0.2,0.0,0.2,0.001,10
856,122021,1100000,NN,1531287508000,0.00438,0.00702,0.0629,5.51e+03,0.00246,inf,0.26,0.0,0.74,1.0,0.26,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
863,123249,1110000,NN,1531289836000,0.00461,0.007,0.0628,5.51e+03,0.00244,inf,0.261,0.0,0.739,1.0,0.261,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
865,124203,1120000,NN,1531291626000,0.00431,0.00696,0.0627,5.5e+03,0.00243,inf,0.26,0.0,0.74,1.0,0.26,12.7,-11.7,12,0.2,0.2,0.0,0.2,0.001,10
869,125514,1130000,NN,1531293077000,0.00414,0.00692,0.0626,5.49e+03,0.00241,inf,0.26,0.0,0.74,1.0,0.26,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
875,126674,1140000,NN,1531294497000,0.00425,0.00691,0.0625,5.49e+03,0.0024,inf,0.261,0.0,0.739,1.0,0.261,12.8,-11.8,12,0.2,0.2,0.0,0.2,0.001,10
876,127673,1150000,NN,1531295902000,0.00397,0.00686,0.0625,5.48e+03,0.0024,inf,0.259,0.0,0.741,1.0,0.259,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
878,129009,1160000,NN,1531297173000,0.00371,0.00681,0.0624,5.47e+03,0.00239,inf,0.259,0.0,0.741,1.0,0.259,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
880,130330,1170000,NN,1531298617000,0.00351,0.00675,0.0623,5.47e+03,0.00238,inf,0.258,0.0,0.742,1.0,0.258,12.9,-11.9,12,0.2,0.2,0.0,0.2,0.001,10
882,131563,1180000,NN,1531300121000,0.00336,0.0067,0.0623,5.46e+03,0.00237,inf,0.257,0.0,0.743,1.0,0.257,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
886,132702,1190000,NN,1531301576000,0.00337,0.00668,0.0622,5.46e+03,0.00236,inf,0.257,0.0,0.743,1.0,0.257,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
888,133861,1200000,NN,1531303080000,0.00326,0.00663,0.0621,5.45e+03,0.00235,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
894,134989,1210000,NN,1531304333000,0.00592,0.00662,0.062,5.44e+03,0.00235,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
898,135881,1220000,NN,1531305532000,0.00525,0.00661,0.062,5.44e+03,0.00233,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
905,136751,1230000,NN,1531307017000,0.00612,0.00662,0.0619,5.43e+03,0.00233,inf,0.257,0.0,0.743,1.0,0.257,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
909,137669,1240000,NN,1531308567000,0.00568,0.0066,0.0618,5.42e+03,0.00232,inf,0.257,0.0,0.743,1.0,0.257,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
912,138629,1250000,NN,1531310326000,0.00516,0.00658,0.0617,5.41e+03,0.00231,inf,0.256,0.0,0.744,1.0,0.256,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
913,139617,1260000,NN,1531312103000,0.00443,0.00654,0.0616,5.41e+03,0.00231,inf,0.255,0.0,0.745,1.0,0.255,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
920,140612,1270000,NN,1531313779000,0.00482,0.00654,0.0615,5.4e+03,0.0023,inf,0.256,0.0,0.744,1.0,0.256,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
928,141688,1280000,NN,1531315640000,0.00519,0.00655,0.0614,5.39e+03,0.00229,inf,0.257,0.0,0.743,1.0,0.257,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
935,142592,1290000,NN,1531317423000,0.00545,0.00656,0.0613,5.38e+03,0.00229,inf,0.257,0.0,0.743,1.0,0.257,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
942,143451,1300000,NN,1531319405000,0.0057,0.00657,0.0613,5.38e+03,0.00228,inf,0.257,0.0,0.743,1.0,0.257,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
945,144397,1310000,NN,1531321200000,0.00547,0.00654,0.0612,5.37e+03,0.00228,inf,0.256,0.0,0.744,1.0,0.256,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
952,145493,1320000,NN,1531323186000,0.00556,0.00654,0.0611,5.36e+03,0.00228,inf,0.256,0.0,0.744,1.0,0.256,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
969,146795,1330000,NN,1531325396000,0.00632,0.0066,0.0611,5.36e+03,0.00229,inf,0.257,0.0,0.743,1.0,0.257,13.3,-12.3,12,0.2,0.2,0.0,0.2,0.001,10
977,148211,1340000,NN,1531327624000,0.00625,0.00659,0.061,5.36e+03,0.00229,inf,0.257,0.0,0.743,1.0,0.257,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
992,149769,1350000,NN,1531329744000,0.00658,0.00662,0.061,5.35e+03,0.00229,inf,0.258,0.0,0.742,1.0,0.258,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1001,151409,1360000,NN,1531331783000,0.00648,0.00661,0.061,5.35e+03,0.0023,inf,0.258,0.0,0.742,1.0,0.258,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1008,153097,1370000,NN,1531334066000,0.00628,0.00658,0.061,5.35e+03,0.0023,inf,0.257,0.0,0.743,1.0,0.257,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1016,154920,1380000,NN,1531335903000,0.00611,0.00656,0.0609,5.35e+03,0.00231,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1027,156722,1390000,NN,1531338119000,0.00611,0.00655,0.0609,5.34e+03,0.00232,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1035,158537,1400000,NN,1531340225000,0.00598,0.00653,0.0609,5.34e+03,0.00232,inf,0.256,0.0,0.744,1.0,0.256,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1048,160310,1410000,NN,1531342924000,0.00608,0.00654,0.0609,5.34e+03,0.00233,inf,0.257,0.0,0.743,1.0,0.257,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1064,162260,1420000,NN,1531351318000,0.00257,0.00656,0.0609,5.34e+03,0.00234,inf,0.257,0.0,0.743,1.0,0.257,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1074,164190,1430000,NN,1531369501000,0.00474,0.00654,0.0609,5.34e+03,0.00233,inf,0.258,0.0,0.742,1.0,0.258,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1078,165787,1440000,NN,1531373800000,0.00383,0.0065,0.0608,5.33e+03,0.00232,inf,0.258,0.0,0.742,1.0,0.258,13.0,-12.0,12,0.2,0.2,0.0,0.2,0.001,10
1081,166861,1450000,NN,1531376336000,0.00361,0.00648,0.0608,5.33e+03,0.00231,inf,0.258,0.0,0.742,1.0,0.258,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1082,167823,1460000,NN,1531378380000,0.00319,0.00645,0.0607,5.32e+03,0.00231,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1086,168637,1470000,NN,1531380197000,0.0034,0.00644,0.0606,5.31e+03,0.0023,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1089,169334,1480000,NN,1531381734000,0.00348,0.00643,0.0605,5.31e+03,0.0023,inf,0.257,0.0,0.743,1.0,0.257,13.1,-12.1,12,0.2,0.2,0.0,0.2,0.001,10
1090,169919,1490000,NN,1531383373000,0.00335,0.00641,0.0604,5.3e+03,0.00229,inf,0.256,0.0,0.744,1.0,0.256,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1091,170657,1500000,NN,1531385107000,0.00319,0.00639,0.0603,5.29e+03,0.00229,inf,0.255,0.0,0.745,1.0,0.255,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
1092,171382,1510000,NN,1531386959000,0.00305,0.00637,0.0602,5.28e+03,0.00228,inf,0.254,0.0,0.746,1.0,0.254,13.2,-12.2,12,0.2,0.2,0.0,0.2,0.001,10
