Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp
33.0,23031.0,1680000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494290.0
33.0,23143.0,1690000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494376.0
33.0,23254.0,1700000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494462.0
33.0,23369.0,1710000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494551.0
33.0,23491.0,1720000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494637.0
33.0,23601.0,1730000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494722.0
33.0,23702.0,1740000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494810.0
33.0,23831.0,1750000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494897.0
33.0,23953.0,1760000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494986.0
33.0,24066.0,1770000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495075.0
33.0,24169.0,1780000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495164.0
33.0,24287.0,1790000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495253.0
33.0,24426.0,1800000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495344.0
33.0,24527.0,1810000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495435.0
33.0,24648.0,1820000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495529.0
34.0,24774.0,1830000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495626.0
34.0,24887.0,1840000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495724.0
34.0,24980.0,1850000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495824.0
34.0,25086.0,1860000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529495927.0
34.0,25197.0,1870000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496027.0
34.0,25308.0,1880000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496130.0
34.0,25419.0,1890000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496231.0
34.0,25517.0,1900000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496335.0
34.0,25631.0,1910000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496441.0
35.0,25741.0,1920000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496550.0
35.0,25882.0,1930000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496655.0
37.0,25981.0,1940000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496762.0
37.0,26071.0,1950000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496866.0
37.0,26158.0,1960000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529496967.0
37.0,26272.0,1970000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497068.0
37.0,26371.0,1980000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497168.0
37.0,26462.0,1990000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497267.0
37.0,26571.0,2000000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497367.0
37.0,26675.0,2010000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497467.0
37.0,26785.0,2020000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497571.0
39.0,26931.0,2030000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497673.0
39.0,27083.0,2040000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497772.0
39.0,27217.0,2050000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497873.0
39.0,27343.0,2060000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529497977.0
39.0,27488.0,2070000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498080.0
40.0,27633.0,2080000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529498182.0
