Type,Timestamp,TotalImpressions,847460,856805,866128,865041,858140,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha
Total,3176462,1534283997000,-1747,71882,53226,17098,57271,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,3361164,1534305600000,0,71882.0,53226.0,17098.0,57271.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,3361164,1534305600000,-1747,71882,53226,17098,57271,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,4267029,1534327200000,0,0,16711.0,2536.0,3663.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,4267029,1534327200000,-2150,-51799,16711,2536,3663,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,5314011,1534348800000,-8442,-55879,-21861,-23556,-50324,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,5726250,1534363199000,-22263,-104065,-28462,-32019,-62426,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,5979990,1534384801000,-22263,-104065,-28462,-32019,-62426,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,6734652,1534406401000,-61621,-190738,-63086,-39223,-68514,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,7863533,1534428001000,-122702,-308779,-91317,-51207,-77774,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Total,8560378,1534449599000,-153612,-381927,-110457,-64364,-86620,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,1
Daily,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,919597,1534230000000,83126.0,208081.0,75089.0,66804.0,97280.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,919597,1534230000000,83126,208081,75089,66804,97280,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,2159970,1534251600000,0,117032.0,39655.0,22653.0,64965.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,2159970,1534251600000,-20903,117032,39655,22653,64965,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,2912107,1534273200000,0,17714.0,20174.0,0,41734.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,2912107,1534273200000,-21941,17714,20174,-12097,41734,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,3176462,1534283997000,0,0,10164.0,0,32715.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,3176462,1534283997000,-24870,-15568,10164,-13131,32715,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,3361164,1534305600000,0,0,10164.0,0,32715.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,3361164,1534305600000,-24870,-15568,10164,-13131,32715,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,4267029,1534327200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,4267029,1534327200000,-32101,-24462,-47909,-13962,-60047,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,5314011,1534348800000,-62999,-145636,-74480,-34594,-87723,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,5726250,1534363199000,-73444,-209421,-86444,-43510,-98401,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,5979990,1534384801000,-73444,-209421,-86444,-43510,-98401,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,6734652,1534406401000,-127701,-275425,-118568,-52441,-104377,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,7863533,1534428001000,-184969,-388394,-144540,-66873,-119450,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Total,8560378,1534449599000,-217494,-455144,-163233,-81216,-133097,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,1
Daily,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,919597,1534230000000,106727.0,274150.0,102147.0,88424.0,123385.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,919597,1534230000000,106727,274150,102147,88424,123385,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,2159970,1534251600000,2916.0,183171.0,66634.0,44224.0,91204.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,2159970,1534251600000,2916,183171,66634,44224,91204,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,2912107,1534273200000,0,97482.0,48244.0,11632.0,71053.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,2912107,1534273200000,-13955,97482,48244,11632,71053,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,3176462,1534283997000,0,65978.0,43184.0,4174.0,64206.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,3176462,1534283997000,-15519,65978,43184,4174,64206,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,3361164,1534305600000,0,65978.0,43184.0,4174.0,64206.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,3361164,1534305600000,-15519,65978,43184,4174,64206,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,4267029,1534327200000,0,0,7528.0,0,9984.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,4267029,1534327200000,-18913,-67118,7528,-7998,9984,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,5314011,1534348800000,-34478,-121462,-46300,-13686,-52563,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,5726250,1534363199000,-41723,-177529,-58856,-22776,-66045,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,5979990,1534384801000,-41723,-177529,-58856,-22776,-66045,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,6734652,1534406401000,-75219,-268889,-88789,-31521,-74395,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,7863533,1534428001000,-123740,-393469,-117572,-45603,-87077,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Total,8560378,1534449599000,-147437,-474846,-140477,-59279,-97008,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1
Daily,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,919597,1534230000000,82836.0,224596.0,91761.0,80263.0,95036.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,919597,1534230000000,82836,224596,91761,80263,95036,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,2159970,1534251600000,0,182700.0,87045.0,70662.0,70802.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,2159970,1534251600000,-52960,182700,87045,70662,70802,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,2912107,1534273200000,0,124944.0,77362.0,52740.0,49965.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,2912107,1534273200000,-52960,124944,77362,52740,49965,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,3176462,1534283997000,0,104414.0,73693.0,48621.0,45054.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,3176462,1534283997000,-52960,104414,73693,48621,45054,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,3361164,1534305600000,0,104414.0,73693.0,48621.0,45054.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,3361164,1534305600000,-52960,104414,73693,48621,45054,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,4267029,1534327200000,0,26528.0,45451.0,26229.0,21094.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,4267029,1534327200000,-52960,26528,45451,26229,21094,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,5314011,1534348800000,0,0,19895.0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,5314011,1534348800000,-52960,-11986,19895,-1352,-4321,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,5726250,1534363199000,-52960,-11986,-49244,-1352,-4321,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,5979990,1534384801000,-52960,-11986,-49244,-1352,-4321,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,6734652,1534406401000,-109118,-44806,-55690,-8282,-11889,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,7863533,1534428001000,-161551,-103024,-64470,-23284,-29587,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Total,8560378,1534449599000,-184942,-133881,-70780,-36285,-48700,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,NO_SPLIT,2
Daily,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,919597,1534230000000,106441.0,290893.0,118831.0,101873.0,121145.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,919597,1534230000000,106441,290893,118831,101873,121145,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,2159970,1534251600000,0,248909.0,114039.0,92398.0,97145.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,2159970,1534251600000,-29928,248909,114039,92398,97145,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,2912107,1534273200000,0,191095.0,104805.0,74658.0,75411.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,2912107,1534273200000,-29928,191095,104805,74658,75411,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,3176462,1534283997000,0,169841.0,101466.0,70496.0,70267.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,3176462,1534283997000,-29928,169841,101466,70496,70267,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,3361164,1534305600000,0,169841.0,101466.0,70496.0,70267.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,3361164,1534305600000,-29928,169841,101466,70496,70267,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,4267029,1534327200000,0,88572.0,75165.0,48013.0,45613.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,4267029,1534327200000,-29928,88572,75165,48013,45613,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,5314011,1534348800000,0,36182.0,55669.0,22575.0,15128.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,5314011,1534348800000,-29928,36182,55669,22575,15128,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,5726250,1534363199000,0,3232.0,41069.0,12612.0,7567.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,5726250,1534363199000,-29928,3232,41069,12612,7567,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,5979990,1534384801000,0,3232.0,41069.0,12612.0,7567.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,5979990,1534384801000,-29928,3232,41069,12612,7567,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,6734652,1534406401000,0,0,0,3398.0,1778.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,6734652,1534406401000,-29928,-17705,-29126,3398,1778,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,7863533,1534428001000,-29928,-17705,-29126,-72078,-18196,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Total,8560378,1534449599000,-120377,-52568,-32694,-77291,-22414,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,2
Daily,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,919597,1534230000000,83434.0,205701.0,77325.0,69398.0,96887.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,919597,1534230000000,83434,205701,77325,69398,96887,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,2159970,1534251600000,0,116174.0,48221.0,33501.0,62680.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,2159970,1534251600000,-24054,116174,48221,33501,62680,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,2912107,1534273200000,0,19787.0,31092.0,5524.0,34824.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,2912107,1534273200000,-24054,19787,31092,5524,34824,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,3176462,1534283997000,0,0,24274.0,1117.0,25933.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,3176462,1534283997000,-24054,-7950,24274,1117,25933,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,3361164,1534305600000,0,0,24274.0,1117.0,25933.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,3361164,1534305600000,-24054,-7950,24274,1117,25933,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,4267029,1534327200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,4267029,1534327200000,-24054,-7950,-28765,-3397,-72377,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,5314011,1534348800000,-92673,-96759,-47281,-8927,-88379,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,5726250,1534363199000,-104268,-147500,-60062,-14640,-100528,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,5979990,1534384801000,-104268,-147500,-60062,-14640,-100528,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,6734652,1534406401000,-155797,-209314,-98632,-21129,-108519,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,7863533,1534428001000,-208519,-317014,-133397,-38001,-121542,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Total,8560378,1534449599000,-237691,-377644,-154783,-54388,-133801,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,0.8,NO_SPLIT,2
Daily,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,919597,1534230000000,107039.0,271892.0,104398.0,90974.0,122987.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,919597,1534230000000,107039,271892,104398,90974,122987,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,2159970,1534251600000,0,182252.0,75481.0,54855.0,89096.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,2159970,1534251600000,-449,182252,75481,54855,89096,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,2912107,1534273200000,0,86063.0,58429.0,25317.0,63095.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,2912107,1534273200000,-449,86063,58429,25317,63095,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,3176462,1534283997000,0,55913.0,53595.0,19336.0,55542.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,3176462,1534283997000,-449,55913,53595,19336,55542,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,3361164,1534305600000,0,55913.0,53595.0,19336.0,55542.0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,3361164,1534305600000,-449,55913,53595,19336,55542,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,4267029,1534327200000,0,0,14934.0,6273.0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,4267029,1534327200000,-449,-62130,14934,6273,-1681,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,5314011,1534348800000,-449,-62130,-84205,-56891,-1681,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,5726250,1534363199000,-24662,-85283,-90978,-67290,-8414,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,5979990,1534384801000,-24662,-85283,-90978,-67290,-8414,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,6734652,1534406401000,-73286,-147717,-125780,-78927,-13686,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,7863533,1534428001000,-132936,-250940,-156348,-93923,-46584,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Total,8560378,1534449599000,-159826,-313498,-173846,-108680,-69703,LinUCB_Disjoint_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
Daily,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,356003,1534208400000,94469,264107,108195,86512,104427,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,919597,1534230000000,83554.0,203236.0,74814.0,67752.0,97368.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,919597,1534230000000,83554,203236,74814,67752,97368,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,2159970,1534251600000,0,107452.0,39548.0,24702.0,64245.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,2159970,1534251600000,-21091,107452,39548,24702,64245,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,2912107,1534273200000,0,3881.0,18661.0,0,36144.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,2912107,1534273200000,-21099,3881,18661,-6707,36144,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,3176462,1534283997000,0,0,7654.0,0,24281.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,3176462,1534283997000,-21231,-23261,7654,-6707,24281,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,3361164,1534305600000,0,0,7654.0,0,24281.0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,3361164,1534305600000,-21231,-23261,7654,-6707,24281,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,4267029,1534327200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,4267029,1534327200000,-21705,-23760,-57767,-6707,-69527,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Total,5314011,1534348800000,-78090,-150822,-79618,-16555,-85524,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
Daily,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,0.8,NO_SPLIT,2
